Number,SAT,Pairs,Evals,Backtracks,Runtime
388,True,45,15,6,10.616502285003662
389,True,48,15,6,10.932543516159058
390,True,45,16,6,10.795467615127563
391,True,51,7,0,10.180427551269531
392,True,48,28,13,11.490700006484985
393,True,46,11,3,9.747705221176147
394,True,41,23,8,10.850796699523926
395,True,49,18,6,10.792022466659546
396,True,48,10,1,11.39951205253601
397,True,29,171,83,21.450547218322754
398,True,43,15,6,11.228262424468994
399,True,47,6,0,9.546432256698608
400,True,47,22,8,12.641814947128296
401,True,48,52,24,14.238255739212036
402,True,30,18,7,12.352323293685913
403,True,44,28,12,12.282382488250732
404,True,46,14,5,12.15768551826477
405,True,45,60,26,12.41106104850769
406,True,46,29,13,11.613992929458618
407,True,41,10,3,10.977676630020142
408,True,48,23,9,12.562409162521362
409,True,47,6,1,9.903950929641724
410,True,44,10,4,11.4188072681427
411,True,42,37,15,12.801131010055542
412,True,50,11,3,9.791003704071045
413,True,45,9,2,9.56781268119812
414,True,46,44,20,12.419516563415527
415,True,44,41,19,12.539722681045532
416,True,42,12,3,10.558997392654419
417,True,47,27,11,10.634588479995728
418,True,49,4,0,9.671150922775269
419,True,44,16,6,12.289396047592163
420,True,46,8,1,9.802557468414307
421,True,46,26,12,11.496400833129883
422,True,30,20,6,10.48957109451294
423,True,50,49,23,13.269720554351807
424,True,44,22,7,11.734944581985474
425,True,47,29,13,11.759538888931274
426,True,46,51,25,15.766389608383179
427,True,44,14,5,9.981038570404053
428,True,49,19,8,10.130793809890747
429,True,43,47,22,13.246133804321289
430,True,46,3,0,9.605040311813354
431,True,43,33,14,13.051963090896606
432,True,41,26,12,11.711436986923218
433,True,46,42,20,13.784308433532715
434,True,43,15,5,11.678978204727173
435,True,47,10,2,10.53366756439209
436,True,38,42,20,13.729415655136108
437,True,47,34,15,11.979180574417114
438,True,39,18,7,11.252808332443237
439,True,44,65,31,14.584046363830566
440,True,43,16,7,11.510258913040161
441,True,45,52,24,15.570712089538574
442,True,43,36,14,13.142717599868774
443,True,47,6,1,9.41986870765686
444,True,46,59,27,14.653659343719482
445,True,40,20,6,9.775673151016235
446,True,46,29,13,11.250299453735352
447,True,44,10,1,10.049532413482666
448,True,52,24,9,11.078524112701416
449,True,40,7,1,10.033130884170532
450,True,45,15,5,10.602349758148193
451,True,44,24,10,12.279339075088501
452,True,49,36,16,12.662253141403198
453,True,40,4,0,10.152573823928833
454,True,47,25,11,12.107401609420776
455,True,43,16,6,12.059128522872925
456,True,45,23,9,11.02733302116394
457,True,47,82,39,16.709264993667603
458,True,49,23,9,11.94598126411438
459,True,30,5,2,10.347409009933472
460,True,43,53,24,15.47095537185669
461,True,42,21,10,11.828981637954712
462,True,43,24,11,12.001420497894287
463,True,49,15,6,10.846187829971313
464,True,48,22,10,12.06326413154602
465,True,45,56,27,11.607160568237305
466,True,31,24,10,12.385549068450928
467,True,45,25,9,10.5611252784729
468,True,28,48,23,10.326509714126587
469,True,46,27,12,11.75529170036316
470,True,48,22,9,11.614576578140259
471,True,46,38,18,12.028242349624634
472,True,42,44,19,11.902221441268921
473,True,45,65,32,14.206668615341187
474,True,44,10,2,9.746644735336304
475,True,43,33,14,12.398781776428223
476,True,45,20,9,11.027511358261108
477,True,45,57,26,13.374738693237305
478,True,44,5,0,10.16214895248413
479,True,49,41,18,12.037959098815918
480,True,46,16,7,11.357958793640137
481,True,42,3,0,10.368160009384155
482,True,44,71,33,16.699676513671875
483,True,40,3,0,10.16237759590149
484,True,50,25,11,11.651778936386108
485,True,45,34,16,13.477058172225952
486,True,43,15,5,11.282080888748169
487,True,47,15,5,11.682700395584106
488,True,51,36,17,11.589964866638184
489,True,50,11,3,10.67311716079712
490,True,42,24,11,11.398443222045898
491,True,51,30,14,10.75641131401062
492,True,47,14,6,10.546406030654907
493,True,45,14,2,9.829345941543579
494,True,40,24,8,11.394332647323608
495,True,45,16,7,10.676807641983032
496,True,50,20,7,10.430588483810425
497,True,46,30,14,11.196325302124023
498,True,29,9,3,10.835177898406982
499,True,51,9,2,9.865307092666626
500,True,46,49,22,12.743633270263672
501,True,41,30,14,12.055792808532715
502,True,40,84,41,19.37702250480652
503,True,43,18,7,11.313121318817139
504,True,46,8,3,10.51650595664978
505,True,41,64,30,14.87720012664795
506,True,45,13,5,11.118042469024658
507,True,43,44,20,13.145466089248657
508,True,49,30,14,13.621599435806274
509,True,39,9,3,9.930326700210571
510,True,51,15,4,10.360972881317139
511,True,49,7,1,9.680176496505737
512,True,43,10,2,10.208402872085571
513,True,46,49,23,13.507166624069214
514,True,46,25,12,11.901448965072632
515,True,48,62,29,15.586448431015015
516,True,46,84,39,14.850326299667358
517,True,44,16,5,10.847049474716187
518,True,48,26,11,12.113538980484009
519,True,46,18,7,11.801785945892334
520,True,48,16,5,10.516560316085815
521,True,50,51,23,12.34011173248291
522,True,30,47,22,11.114630937576294
523,True,44,19,8,10.753761768341064
524,True,46,21,9,12.420135498046875
525,True,42,16,4,11.105951309204102
526,True,42,26,10,11.969206809997559
527,True,45,19,6,10.264809131622314
528,True,51,10,3,10.25669240951538
529,True,49,27,12,12.803900718688965
530,True,29,48,21,13.33599591255188
531,True,50,11,3,10.495258092880249
532,True,51,10,1,9.784469604492188
533,True,51,23,10,11.357675313949585
534,True,42,15,5,10.647174596786499
535,True,47,27,12,10.973097085952759
536,True,51,9,0,10.95157790184021
537,True,46,8,0,10.916125059127808
538,True,47,19,7,10.623867988586426
539,True,46,29,14,11.498771667480469
540,True,46,6,0,9.853025436401367
541,True,46,46,22,13.54926347732544
542,True,47,24,9,12.264780044555664
543,True,50,23,11,11.669406175613403
544,True,47,4,0,10.191852569580078
545,True,40,102,50,21.866462469100952
546,True,46,127,63,16.609386682510376
547,True,41,8,2,10.69249963760376
548,True,44,28,12,12.902609825134277
549,True,46,19,7,11.283349514007568
550,True,46,18,7,11.406308650970459
551,True,43,15,4,10.827395677566528
552,True,32,41,20,15.114993333816528
553,True,31,93,44,15.388303279876709
554,True,31,41,18,12.518426895141602
555,True,31,97,47,15.69067096710205
556,True,48,11,2,11.143280029296875
557,True,48,60,28,15.587999105453491
558,True,44,16,6,10.92601466178894
559,True,31,49,22,14.94242525100708
560,True,30,38,14,16.609595775604248
561,True,44,23,10,10.849658250808716
562,True,41,52,23,14.595344066619873
563,True,46,45,22,12.156675815582275
564,True,43,9,2,9.482244491577148
565,True,44,19,7,10.598098993301392
566,True,48,28,13,14.859781503677368
567,True,43,37,18,12.999230861663818
568,True,48,26,10,11.76628589630127
569,True,29,41,18,13.206464290618896
570,True,46,16,0,9.2933669090271
571,True,45,44,18,12.091049194335938
572,True,42,2,0,9.767581701278687
573,True,52,8,1,11.932912111282349
574,True,28,23,10,12.368276357650757
575,True,45,93,45,17.03872513771057
576,True,44,69,34,18.24379849433899
577,True,46,15,4,12.285475015640259
578,True,42,19,7,14.413524627685547
579,True,44,49,21,14.781271934509277
580,True,46,8,2,12.676488637924194
581,True,48,56,25,17.00021743774414
582,True,48,3,0,11.640385389328003
583,True,46,25,10,16.74211096763611
584,True,47,17,7,13.863121271133423
585,True,41,39,15,14.292243242263794
586,True,42,11,4,12.199993371963501
587,True,46,20,7,18.744521856307983
588,True,41,43,18,15.097578763961792
589,True,47,15,7,16.201075315475464
590,True,47,6,0,11.014007568359375
591,True,45,15,6,16.163663864135742
592,True,46,48,23,20.4039306640625
593,True,50,26,10,12.264452457427979
594,True,44,28,13,13.96441388130188
595,True,47,27,10,15.10789704322815
596,True,49,18,7,14.363000869750977
597,True,46,7,2,11.051278114318848
598,True,48,11,4,12.700647592544556
599,True,43,17,7,16.11398696899414
600,True,49,9,1,17.03638005256653
601,True,46,17,8,16.72986125946045
602,True,47,7,0,15.252464532852173
603,True,47,11,4,11.660588264465332
604,True,47,20,7,14.025879144668579
605,True,27,54,25,16.974337816238403
606,True,41,19,7,12.339953184127808
607,True,45,106,51,23.919310092926025
608,True,42,19,7,15.812062978744507
609,True,43,18,8,17.4163556098938
610,True,49,12,4,10.819342374801636
611,True,40,41,19,17.60162615776062
612,True,45,10,1,12.194361448287964
613,True,45,41,20,17.531529903411865
614,True,44,71,33,18.96969985961914
615,True,40,14,6,15.719902753829956
616,True,48,8,2,11.619157075881958
617,True,51,21,8,14.715537548065186
618,True,41,26,9,15.862049579620361
619,True,43,15,6,15.494839668273926
620,True,44,2,0,14.126342296600342
621,True,45,23,10,14.699341773986816
622,True,46,52,23,18.289402723312378
623,True,51,14,5,17.693058013916016
624,True,45,35,14,18.360955715179443
625,True,44,10,3,12.99582290649414
626,True,40,56,27,23.84561777114868
627,True,46,10,4,13.577712774276733
628,True,46,8,1,16.406382083892822
629,True,44,19,7,13.784705877304077
630,True,44,19,8,14.24867868423462
631,True,40,38,16,16.32350778579712
632,True,31,11,3,13.467567682266235
633,True,39,59,27,15.458816528320312
634,True,42,4,1,12.293739557266235
635,True,45,19,8,15.804085731506348
636,True,42,16,5,14.236787796020508
637,True,47,13,5,11.876399040222168
638,True,44,13,5,10.672273397445679
639,True,49,17,6,10.021636724472046
640,True,41,39,16,10.975159645080566
641,True,45,61,28,18.17568349838257
642,True,39,46,21,17.622931480407715
643,True,48,41,20,16.879155158996582
644,True,42,23,9,17.780097007751465
645,True,46,7,2,13.441388130187988
646,True,38,11,5,14.005666732788086
647,True,49,52,23,17.718363523483276
648,True,47,64,29,23.458374500274658
649,True,47,9,0,14.31913447380066
650,True,50,21,7,14.075763702392578
651,True,30,12,4,15.229649305343628
652,True,31,127,62,23.223230600357056
653,True,41,23,11,15.119378566741943
654,True,46,17,6,16.08655095100403
655,True,42,2,0,13.2659912109375
656,True,51,18,5,14.257308006286621
657,True,44,31,12,15.847930431365967
658,True,49,22,10,14.750271797180176
659,True,48,13,4,11.66232943534851
660,True,45,33,15,15.68371844291687
661,True,44,19,8,11.208147048950195
662,True,47,25,11,20.909469842910767
663,True,44,114,55,19.287885904312134
664,True,46,57,28,21.266411066055298
665,True,45,5,0,12.415206909179688
666,True,46,12,2,9.62743091583252
667,True,40,42,20,14.363937854766846
668,True,44,15,6,13.333484649658203
669,True,43,113,56,22.839701890945435
670,True,41,17,5,15.02106785774231
671,True,42,47,23,19.99896788597107
672,True,42,7,1,12.91995882987976
673,True,46,15,6,11.780753135681152
674,True,46,85,40,22.59611701965332
675,True,43,6,1,14.914091110229492
676,True,47,14,5,14.531808376312256
677,True,45,30,14,14.545154571533203
678,True,46,37,17,14.505337953567505
679,True,41,5,0,11.57117748260498
680,True,49,15,6,16.568042039871216
681,True,43,9,1,13.9364173412323
682,True,46,13,5,14.630183935165405
683,True,41,17,5,15.453205347061157
684,True,45,48,21,17.369966506958008
685,True,51,7,0,17.050252199172974
686,True,48,42,20,20.554140090942383
687,True,47,15,5,11.676858186721802
688,True,42,20,8,10.661049365997314
689,True,46,39,17,12.17751693725586
690,True,46,6,1,10.661903858184814
691,True,52,25,10,10.475052833557129
692,True,49,58,28,12.179179430007935
693,True,50,67,32,14.920072078704834
694,True,44,15,3,9.791606664657593
695,True,40,50,24,15.141037940979004
696,True,40,26,11,12.39779806137085
697,True,45,20,9,12.215718746185303
698,True,41,15,6,15.94943904876709
699,True,43,25,11,13.666391611099243
700,True,46,15,6,15.725001335144043
701,True,49,11,4,10.273422718048096
702,True,45,23,9,11.382994174957275
703,True,45,6,0,8.985954523086548
704,True,51,26,12,10.469230651855469
705,True,44,27,13,13.383011817932129
706,True,46,55,27,14.947099685668945
707,True,47,14,4,10.221081733703613
708,True,41,40,19,13.001445770263672
709,True,46,10,2,9.428102254867554
710,True,45,36,15,12.805359601974487
711,True,52,17,7,11.364261150360107
712,True,43,10,3,9.255529403686523
713,True,50,21,8,12.093481063842773
714,True,51,21,9,11.471497058868408
715,True,46,10,4,10.66356873512268
716,True,47,23,11,10.643414497375488
717,True,45,5,0,12.343804836273193
718,True,49,50,24,11.286564588546753
719,True,42,70,33,16.321496725082397
720,True,50,30,14,11.162971496582031
721,True,47,29,12,12.038617372512817
722,True,45,27,11,14.815447807312012
723,True,44,19,9,12.369829416275024
724,True,46,18,5,9.985486268997192
725,True,48,27,12,11.21126914024353
726,True,47,7,2,9.563811302185059
727,True,46,41,18,12.973615884780884
728,True,44,12,2,9.553005695343018
729,True,46,15,6,10.026025772094727
730,True,49,11,4,10.883450984954834
731,True,44,13,4,9.793447732925415
732,True,49,10,3,9.971017122268677
733,True,50,20,6,10.006665468215942
734,True,45,10,2,9.831380844116211
735,True,43,30,14,11.889792919158936
736,True,45,35,15,12.3059663772583
737,True,46,24,9,10.939451456069946
738,True,43,86,42,17.026854276657104
739,True,41,27,13,11.49601697921753
740,True,43,19,8,10.563727617263794
741,True,42,9,3,9.5279541015625
742,True,41,39,17,12.68135690689087
743,True,44,35,16,13.112746953964233
744,True,45,9,2,10.535016059875488
745,True,44,75,36,13.636993169784546
746,True,45,9,1,9.271822929382324
747,True,46,27,12,12.322283029556274
748,True,47,36,13,11.270160675048828
749,True,42,36,15,11.413519859313965
750,True,47,27,11,10.977189302444458
751,True,46,18,8,9.949244260787964
752,True,46,55,24,13.314785480499268
753,True,50,25,11,10.57408356666565
754,True,44,33,14,11.973684072494507
755,True,44,22,9,11.090542078018188
756,True,49,17,6,10.160362958908081
757,True,45,79,38,15.343986988067627
758,True,45,17,6,10.616878509521484
759,True,43,12,5,10.36213493347168
760,True,43,9,3,9.93383526802063
761,True,45,14,6,10.113545894622803
762,True,43,24,11,12.246427536010742
763,True,46,7,1,10.33298110961914
764,True,47,7,1,9.314010620117188
765,True,48,13,5,10.307019710540771
766,True,39,10,2,9.247321844100952
767,True,45,50,23,12.533185005187988
768,True,44,3,0,9.218246459960938
769,True,46,28,12,10.516990423202515
770,True,45,33,15,11.609442234039307
771,True,47,13,2,9.49873399734497
772,True,51,4,0,9.109137296676636
773,True,40,6,1,9.833417177200317
774,True,47,44,20,11.287863969802856
