Number,SAT,Pairs,Evals,Backtracks,Runtime
775,True,50,66,30,18.557738542556763
776,True,46,55,26,22.082271337509155
777,True,46,9,2,14.745225667953491
778,True,48,69,32,19.682684898376465
779,True,43,52,24,20.79179835319519
780,True,47,7,2,14.577266216278076
781,True,45,22,9,15.49046540260315
782,True,46,10,4,14.955729246139526
783,True,47,10,3,14.607369184494019
784,True,46,11,4,15.537784814834595
785,True,40,25,10,16.732545375823975
786,True,47,19,8,15.60408091545105
787,True,46,3,0,14.166728734970093
788,True,46,12,5,15.35031509399414
789,True,46,2,0,14.17193055152893
790,True,46,52,22,17.533583879470825
791,True,47,26,11,16.176680326461792
792,True,46,5,1,14.520941972732544
793,True,38,17,7,16.360424041748047
794,True,48,77,38,21.2515389919281
795,True,41,22,9,16.947993278503418
796,True,51,3,0,14.43271255493164
797,True,46,7,2,14.878654718399048
798,True,49,5,1,14.516456365585327
799,True,45,40,19,20.130892515182495
800,True,43,5,1,14.95943307876587
801,True,39,36,15,17.32814335823059
802,True,44,20,8,15.499709844589233
803,True,41,5,1,14.369976282119751
804,True,48,31,14,17.158052444458008
805,True,48,32,15,19.779640197753906
806,True,41,76,37,23.13373851776123
807,True,41,30,12,16.829057931900024
808,True,45,55,26,19.2862606048584
809,True,48,20,7,16.006972074508667
810,True,48,13,4,14.996737003326416
811,True,47,4,0,14.203611612319946
812,True,47,138,68,21.73528742790222
813,True,45,34,16,20.902271032333374
814,True,46,7,1,14.484447956085205
815,True,46,12,4,15.54943585395813
816,True,48,13,4,15.799153804779053
817,True,46,57,25,20.246718645095825
818,True,47,42,20,16.799233436584473
819,True,50,8,2,15.352956295013428
820,True,49,25,10,15.438046216964722
821,True,44,28,13,17.68394708633423
822,True,44,132,64,31.932351112365723
823,True,47,36,16,18.728222370147705
824,True,46,53,25,17.631667852401733
825,True,42,24,8,15.62046766281128
826,True,45,38,18,21.72320032119751
827,True,48,21,9,16.84645700454712
828,True,43,111,54,34.11920094490051
829,True,47,22,10,16.77338433265686
830,True,46,135,65,23.003803730010986
831,True,44,28,13,17.892462015151978
832,True,49,33,15,17.96479606628418
833,True,45,57,27,26.32356095314026
834,True,44,3,0,14.222850322723389
835,True,43,37,18,19.53448486328125
836,True,47,5,1,14.613096475601196
837,True,47,49,23,21.670956134796143
838,True,48,11,4,15.40270471572876
839,True,41,9,2,15.227439880371094
840,True,44,13,5,15.912375211715698
841,True,44,19,8,15.779722690582275
842,True,45,17,7,16.157350540161133
843,True,50,59,28,21.622462034225464
844,True,40,13,5,15.018808603286743
845,True,44,10,3,14.326113939285278
846,True,46,10,3,14.807740211486816
847,True,27,41,19,18.09692120552063
848,True,47,13,4,15.768360614776611
849,True,46,5,1,14.706628322601318
850,True,43,49,23,21.529814958572388
851,True,45,6,1,14.399913787841797
852,True,50,20,8,15.57390308380127
853,True,45,6,1,14.280217170715332
854,True,50,14,5,15.522321462631226
855,True,47,14,4,14.615946054458618
856,True,46,8,2,14.224250078201294
857,True,44,117,57,24.37304425239563
858,True,45,9,3,15.256027698516846
859,True,48,86,42,17.825082540512085
860,True,49,63,29,21.407851219177246
861,True,47,90,43,26.830787658691406
862,True,49,13,3,15.060579776763916
863,True,48,17,7,15.603363037109375
864,True,47,19,9,16.532804250717163
865,True,41,15,6,16.551036596298218
866,True,40,28,13,19.78013324737549
867,True,49,39,18,18.527718544006348
868,True,48,2,0,14.578937292098999
869,True,46,27,12,17.977648973464966
870,True,43,46,19,16.47010040283203
871,True,49,12,4,15.20127534866333
872,True,47,35,17,17.606114625930786
873,True,46,24,10,15.377728462219238
874,True,46,21,7,15.626567125320435
875,True,48,20,9,15.824043273925781
876,True,31,74,36,32.480644941329956
877,True,44,44,20,19.72210955619812
878,True,42,73,35,23.739397048950195
879,True,39,14,5,15.09680700302124
880,True,45,18,6,15.942851543426514
881,True,43,89,42,26.89451026916504
882,True,41,70,33,26.140637397766113
883,True,42,9,2,15.450967788696289
884,True,48,7,2,14.569926500320435
885,True,43,44,21,20.497891187667847
886,True,47,40,19,18.777080059051514
887,True,45,17,7,15.027441263198853
888,True,48,20,9,16.568748712539673
889,True,48,6,2,14.659659385681152
890,True,40,40,19,22.759458780288696
891,True,44,27,10,15.679360389709473
892,True,41,8,2,14.623419523239136
893,True,44,27,12,17.095679998397827
894,True,49,13,4,16.053312063217163
895,True,45,18,8,17.09527564048767
896,True,46,77,38,22.717381238937378
897,True,43,29,14,18.976194381713867
898,True,47,55,26,20.549938917160034
899,True,42,36,16,17.26008105278015
900,True,47,18,7,15.583920001983643
901,True,46,8,2,14.807891607284546
902,True,46,16,7,16.309464931488037
903,True,42,114,55,29.15823268890381
904,True,45,5,1,14.59236454963684
905,True,47,81,40,26.023718118667603
906,True,41,17,6,15.867064237594604
907,True,47,4,1,14.552778005599976
908,True,40,5,1,15.019083499908447
909,True,47,316,156,29.272587060928345
910,True,45,50,23,19.113574743270874
911,True,47,17,6,15.522341012954712
912,True,45,22,8,16.279560089111328
913,True,41,311,153,50.79447650909424
914,True,49,54,26,17.23220682144165
915,True,47,15,5,16.527336597442627
916,True,46,20,7,16.01389789581299
917,True,48,7,1,14.448180437088013
918,True,45,86,42,23.53849458694458
919,True,44,70,32,23.153059005737305
920,True,43,111,54,25.33629274368286
921,True,49,12,4,15.343761682510376
922,True,45,8,2,14.568594932556152
923,True,40,60,28,19.71735978126526
924,True,42,18,6,15.076772451400757
925,True,48,42,20,17.974153757095337
926,True,45,40,19,22.157626628875732
927,True,44,15,6,16.08849549293518
928,True,44,19,7,15.882071018218994
929,True,46,19,8,15.303566932678223
930,True,43,100,49,27.130359411239624
931,True,47,8,3,14.792202711105347
932,True,44,33,14,17.347785234451294
933,True,41,31,13,17.18812656402588
934,True,48,7,2,14.624965906143188
935,True,43,30,14,17.651411056518555
936,True,44,33,14,17.650360345840454
937,True,44,23,9,16.467148780822754
938,True,47,10,3,15.293313264846802
939,True,46,10,3,14.905925512313843
940,True,47,22,10,16.54832911491394
941,True,40,82,38,23.063471794128418
942,True,47,19,8,15.05909252166748
943,True,47,37,18,19.414963006973267
944,True,47,44,20,19.216962814331055
945,True,42,6,1,14.620908975601196
946,True,41,81,37,25.138068675994873
947,True,44,67,32,23.544800758361816
948,True,44,14,5,15.927559614181519
949,True,49,63,30,16.06627583503723
950,True,45,40,19,18.451918125152588
951,True,43,11,4,15.277489185333252
952,True,44,10,3,15.191025495529175
953,True,45,9,3,14.902097463607788
954,True,44,45,22,19.253709316253662
955,True,43,15,5,16.090468406677246
956,True,45,31,15,18.366673946380615
957,True,46,26,12,17.62537169456482
958,True,43,16,6,16.642273664474487
959,True,44,52,24,20.503795623779297
960,True,45,23,9,16.182473182678223
961,True,49,21,9,16.500965118408203
962,True,45,30,13,16.801231622695923
963,True,50,16,6,15.116045951843262
964,True,47,55,26,17.43410563468933
965,True,45,8,2,15.027446508407593
966,True,44,46,22,20.036421060562134
967,True,44,16,7,16.239490747451782
968,True,40,28,12,17.86404538154602
969,True,47,14,5,15.683600425720215
970,True,43,14,4,15.096104145050049
971,True,48,57,27,19.41064429283142
972,True,44,144,71,20.89708948135376
973,True,45,14,5,15.136407375335693
974,True,49,10,4,14.373968839645386
975,True,46,5,1,14.547952651977539
976,True,46,6,1,14.454179525375366
977,True,46,14,5,15.39924693107605
978,True,47,10,4,15.683018207550049
979,True,46,9,4,15.963651180267334
980,True,42,96,46,24.107421398162842
981,True,43,97,46,20.065679788589478
982,True,46,15,5,15.713890790939331
983,True,44,2,0,14.421814918518066
984,True,44,15,5,15.531612157821655
985,True,50,15,5,15.895188808441162
986,True,51,118,57,27.00588822364807
987,True,46,64,31,27.81985831260681
988,True,46,52,24,20.47106695175171
989,True,41,22,9,16.926137924194336
990,True,45,12,4,15.874551057815552
991,True,48,74,35,24.293869733810425
992,True,47,7,2,14.477551221847534
993,True,48,43,19,16.541125535964966
994,True,39,36,15,17.803640365600586
995,True,44,23,10,15.204275608062744
996,True,45,16,7,14.93398904800415
997,True,44,10,4,15.010607719421387
998,True,47,10,4,15.886255502700806
999,True,49,57,27,20.81420350074768
1000,True,46,92,43,23.925111293792725
1001,True,42,3,0,16.016891956329346
1002,True,46,31,15,22.720529556274414
1003,True,50,6,2,22.486109972000122
1004,True,46,114,55,44.7193124294281
1005,True,43,7,2,28.69075894355774
1006,True,42,21,7,32.658878326416016
1007,True,46,25,12,34.25641679763794
1008,True,46,25,10,32.33663725852966
1009,True,43,4,1,25.829551458358765
1010,True,29,36,16,34.59427499771118
1011,True,44,150,74,63.18099308013916
1012,True,42,11,4,26.01701283454895
1013,True,47,49,22,34.31285238265991
1014,True,43,3,0,25.266830444335938
1015,True,48,216,107,72.20756101608276
1016,True,48,33,14,33.76750588417053
1017,True,40,8,3,27.362183332443237
1018,True,47,93,45,38.93503451347351
1019,True,41,22,8,29.441595792770386
1020,True,48,38,17,32.70216155052185
1021,True,46,4,0,26.00738835334778
1022,True,42,15,6,29.81217360496521
1023,True,47,5,1,25.493203163146973
1024,True,45,21,9,30.948898553848267
1025,True,39,4,1,25.432945489883423
1026,True,49,10,4,28.481544256210327
1027,True,49,33,13,29.894543647766113
1028,True,45,36,17,31.977144479751587
1029,True,44,35,15,32.712594747543335
1030,True,42,21,8,27.886897563934326
1031,True,41,100,49,45.37562537193298
1032,True,50,7,1,25.053760528564453
1033,True,46,76,37,43.498562812805176
1034,True,40,25,12,34.368515729904175
1035,True,44,58,28,39.13073205947876
1036,True,44,197,96,33.86793637275696
1037,True,45,10,4,29.014749765396118
1038,True,50,47,22,39.26370549201965
1039,True,27,17,7,29.3750422000885
1040,True,48,74,35,41.31940817832947
1041,True,44,4,1,26.439618825912476
1042,True,44,12,3,26.14095425605774
1043,True,43,41,18,34.542490005493164
1044,True,42,38,18,36.80515503883362
1045,True,49,27,12,30.26649308204651
1046,True,48,42,19,33.954588651657104
1047,True,47,53,24,34.680153608322144
1048,True,28,4,0,25.142406702041626
1049,True,42,14,5,28.559760332107544
1050,True,44,26,11,29.955944299697876
1051,True,53,40,19,29.844696760177612
1052,True,47,22,10,28.485142707824707
1053,True,43,20,8,30.124271392822266
1054,True,45,88,42,36.35886240005493
1055,True,44,34,16,31.353321075439453
1056,True,47,7,2,26.76671290397644
1057,True,41,20,9,34.483086347579956
1058,True,47,42,20,33.24084687232971
1059,True,41,69,32,37.759925365448
1060,True,27,266,130,118.14823365211487
1061,True,43,62,30,30.067517518997192
1062,True,46,114,56,49.86231803894043
1063,True,30,169,83,54.49564814567566
1064,True,45,17,6,29.226264238357544
1065,True,43,17,7,26.933046579360962
1066,True,41,57,26,37.78304481506348
1067,True,43,8,2,25.86822772026062
1068,True,43,25,10,29.502304077148438
1069,True,44,72,35,41.130109786987305
1070,True,45,25,11,31.14547824859619
1071,True,46,16,6,28.820465564727783
1072,True,40,35,17,32.92538404464722
1073,True,44,36,17,33.61100721359253
1074,True,49,38,17,30.42314624786377
1075,True,49,19,8,30.765758752822876
1076,True,51,35,16,31.085655689239502
1077,True,46,69,33,41.93436026573181
1078,True,43,63,30,35.523202657699585
1079,True,37,7,2,26.318095207214355
1080,True,41,8,2,27.086318731307983
1081,True,27,362,177,116.19214677810669
1082,True,46,27,12,31.145548820495605
1083,True,43,21,8,30.95960521697998
1084,True,49,35,17,32.70810866355896
1085,True,45,18,7,30.965161561965942
1086,True,45,64,30,34.22804403305054
1087,True,40,99,49,42.4714937210083
1088,True,48,6,1,25.915764570236206
1089,True,44,37,16,32.75157403945923
1090,True,45,11,4,29.329111099243164
1091,True,47,42,18,34.89994931221008
1092,True,42,9,3,26.433151483535767
1093,True,42,426,212,150.0767478942871
1094,True,45,49,24,33.960553884506226
1095,True,28,58,28,39.74337434768677
1096,True,44,146,71,57.002087116241455
1097,True,43,14,5,28.427326917648315
1098,True,44,49,24,37.74668478965759
1099,True,29,32,13,31.69188952445984
1100,True,43,19,8,30.83555269241333
1101,True,46,30,14,33.59537482261658
1102,True,46,48,22,39.39212346076965
1103,True,43,37,17,37.044910192489624
1104,True,50,23,11,29.340057134628296
1105,True,47,43,20,38.25190591812134
1106,True,45,26,10,30.832839250564575
1107,True,43,7,2,26.650978326797485
1108,True,42,22,9,30.217066764831543
1109,True,45,16,6,27.728146076202393
1110,True,43,17,7,31.56113338470459
1111,True,42,41,19,34.28867244720459
1112,True,42,63,31,36.8352415561676
1113,True,27,64,28,48.00736975669861
1114,True,45,5,1,27.175637006759644
1115,True,41,9,2,27.638176441192627
1116,True,27,70,33,49.407848834991455
1117,True,48,15,6,28.868112802505493
1118,True,27,43,19,32.746352434158325
1119,True,28,1125,559,236.52508163452148
1120,True,43,34,16,31.548397302627563
1121,True,44,19,7,28.464189052581787
1122,True,44,4,1,25.725903272628784
1123,True,44,18,6,27.425360441207886
1124,True,47,43,20,34.07093286514282
1125,True,45,64,30,38.282095193862915
1126,True,34,23,10,34.38382172584534
1127,True,44,19,7,30.649133682250977
1128,True,43,20,9,29.93172860145569
1129,True,46,15,5,27.118601322174072
1130,True,45,19,7,27.571754932403564
1131,True,48,6,2,26.767371892929077
1132,True,46,40,19,31.22085404396057
1133,True,48,63,30,33.5754714012146
1134,True,45,59,29,40.47457814216614
1135,True,43,14,4,27.639050483703613
1136,True,49,3,0,25.49751114845276
1137,True,46,12,4,28.498668432235718
1138,True,49,75,37,44.02235674858093
1139,True,29,21,8,29.927805423736572
1140,True,48,65,31,44.35936689376831
1141,True,42,11,4,29.55366063117981
1142,True,44,7,2,27.06032133102417
1143,True,47,13,4,26.58531618118286
1144,True,45,3,0,25.109721899032593
1145,True,46,2,0,25.67619252204895
1146,True,47,18,7,26.569096326828003
1147,True,44,7,2,27.07120633125305
1148,True,48,32,15,33.00297713279724
1149,True,45,49,23,28.999674797058105
1150,True,43,15,5,26.663575887680054
1151,True,42,86,40,35.03360915184021
1152,True,44,8,2,26.24258589744568
1153,True,44,8,3,26.18885564804077
1154,True,45,7,2,26.538256645202637
1155,True,50,31,14,29.353686332702637
1156,True,48,13,5,28.196447610855103
1157,True,48,4,0,26.29546546936035
1158,True,41,6,2,26.93379497528076
1159,True,46,5,1,25.61273765563965
1160,True,42,112,55,50.1512176990509
1161,True,46,87,42,30.80565857887268
1162,True,47,5,1,26.05512285232544
1163,True,51,11,3,27.122286081314087
1164,True,46,14,5,28.697784662246704
1165,True,45,13,4,28.62688446044922
1166,True,43,36,17,27.920862197875977
1167,True,43,13,4,27.43940567970276
1168,True,47,11,4,26.060591220855713
1169,True,49,13,4,25.915496587753296
1170,True,38,10,1,25.395944118499756
1171,True,40,35,17,34.77482271194458
1172,True,43,34,16,36.461172103881836
1173,True,43,9,2,26.199907779693604
1174,True,50,10,3,27.34056282043457
1175,True,47,9,3,27.73467230796814
1176,True,43,40,18,34.312335729599
1177,True,46,29,12,32.48900842666626
1178,True,46,13,4,27.75319480895996
1179,True,43,5,1,26.893568992614746
1180,True,51,23,10,29.74337148666382
1181,True,48,50,23,37.50093340873718
1182,True,47,5,1,26.273264408111572
1183,True,43,27,12,29.090962409973145
1184,True,49,11,4,27.513971090316772
1185,True,51,19,8,27.833282232284546
1186,True,48,5,1,25.746723175048828
1187,True,40,18,7,27.77266550064087
1188,True,45,17,6,27.445987939834595
1189,True,48,7,2,26.524961709976196
1190,True,48,37,18,35.158305644989014
1191,True,52,21,9,28.102253198623657
1192,True,43,111,55,36.081141233444214
1193,True,46,7,2,26.098268032073975
1194,True,46,17,6,26.58944320678711
1195,True,46,16,4,27.16896915435791
1196,True,43,8,2,26.102274656295776
1197,True,46,20,8,27.358005046844482
1198,True,46,12,4,26.674400091171265
1199,True,44,15,5,27.853595495224
1200,True,52,36,15,28.264219760894775
1201,True,44,45,20,33.25293254852295
1202,True,45,10,3,25.887178897857666
1203,True,44,77,38,48.893272399902344
1204,True,49,24,10,29.65010380744934
1205,True,44,10,3,27.805660724639893
1206,True,45,10,2,27.2118980884552
1207,True,46,19,7,28.139201879501343
1208,True,48,78,37,37.34183430671692
1209,True,44,6,1,26.845213651657104
1210,True,45,11,3,27.564317226409912
1211,True,44,47,22,32.71420669555664
1212,True,44,3,0,25.696706771850586
1213,True,48,63,29,43.58740448951721
1214,True,47,11,4,27.664278030395508
1215,True,43,9,3,27.056574821472168
1216,True,46,22,8,30.00840187072754
1217,True,48,15,6,27.222757577896118
1218,True,48,5,1,25.328113079071045
1219,True,47,5,1,26.072779655456543
1220,True,49,7,2,26.068219423294067
1221,True,47,11,3,27.84960699081421
1222,True,42,7,2,26.04395079612732
1223,True,44,29,12,27.20446252822876
1224,True,48,40,19,33.64602851867676
1225,True,43,52,24,39.44249391555786
1226,True,47,8,2,26.348956823349
1227,True,42,42,20,34.65284490585327
1228,True,47,9,3,28.15818476676941
1229,True,41,8,2,30.035837173461914
1230,True,45,6,2,25.887686252593994
1231,True,49,21,6,27.599239587783813
1232,True,51,11,4,27.058868885040283
1233,True,43,5,1,25.306759119033813
1234,True,44,12,3,25.82519006729126
1235,True,49,3,0,25.191954851150513
1236,True,46,11,3,26.980133771896362
1237,True,51,2,0,27.4855477809906
1238,True,47,37,17,30.915733575820923
1239,True,47,27,13,30.295260190963745
1240,True,45,5,1,25.481226444244385
1241,True,49,15,5,26.728519439697266
1242,True,46,18,8,27.88075542449951
1243,True,46,20,8,27.492061376571655
1244,True,49,24,11,29.21840763092041
1245,True,52,29,13,29.069897890090942
1246,True,43,116,56,42.96488928794861
1247,True,48,8,2,25.089617490768433
1248,True,45,80,38,34.773826360702515
1249,True,45,44,21,34.066195249557495
1250,True,46,36,15,32.75083804130554
1251,True,41,26,12,29.536031484603882
1252,True,47,7,2,25.28274703025818
1253,True,46,50,24,33.996108531951904
1254,True,47,12,5,28.407531023025513
1255,True,42,29,13,33.61225247383118
1256,True,41,22,9,29.83613634109497
1257,True,49,9,3,27.422463178634644
1258,True,40,137,68,61.6873836517334
1259,True,47,35,16,28.960727214813232
1260,True,41,21,8,28.172996282577515
1261,True,44,22,9,30.371296644210815
1262,True,47,18,7,26.255590200424194
1263,True,44,11,4,26.82519292831421
1264,True,43,151,75,49.79667019844055
1265,True,47,30,14,29.406315326690674
1266,True,46,43,19,33.001437187194824
1267,True,49,80,39,46.168458700180054
1268,True,41,36,16,34.42673707008362
1269,True,43,77,37,35.786919593811035
1270,True,46,10,3,26.483943939208984
1271,True,43,6,1,26.272748947143555
1272,True,43,87,41,39.305564641952515
1273,True,44,11,3,26.13330388069153
1274,True,45,32,14,33.221625566482544
1275,True,46,19,8,30.683736324310303
1276,True,46,15,6,30.150614738464355
1277,True,46,28,13,30.237907886505127
1278,True,45,41,20,32.50378894805908
1279,True,44,9,2,25.807201623916626
1280,True,44,9,3,26.260314226150513
1281,True,44,15,5,29.142001152038574
1282,True,47,49,23,36.824230432510376
1283,True,42,62,29,41.062528133392334
1284,True,51,14,5,26.46982765197754
1285,True,44,10,3,26.633039951324463
1286,True,45,15,6,27.999757528305054
1287,True,47,15,6,28.356357097625732
1288,True,50,19,8,30.111156940460205
1289,True,44,66,30,36.39350986480713
1290,True,41,11,4,28.784660816192627
1291,True,46,8,2,27.30433988571167
1292,True,43,5,1,25.275819063186646
1293,True,46,43,20,35.42706489562988
1294,True,44,5,1,25.800899505615234
1295,True,50,56,27,34.145811319351196
1296,True,44,83,38,39.833614349365234
1297,True,46,11,4,27.82968497276306
1298,True,51,92,44,40.80185532569885
1299,True,47,5,1,25.413923025131226
1300,True,45,57,26,30.761899948120117
1301,True,27,67,32,42.45584273338318
1302,True,50,21,8,29.37531065940857
1303,True,48,30,14,32.04223346710205
1304,True,43,29,13,31.818126440048218
1305,True,40,9,2,25.39285182952881
1306,True,48,14,5,28.318805932998657
1307,True,46,68,33,45.27882504463196
1308,True,49,55,27,36.74616074562073
1309,True,49,54,25,39.86118721961975
1310,True,45,12,4,26.38283896446228
1311,True,49,12,4,27.556177854537964
1312,True,46,21,7,29.792541980743408
1313,True,46,38,17,26.338980197906494
1314,True,46,10,3,26.894429206848145
1315,True,45,58,28,35.11106610298157
1316,True,49,26,12,28.563756465911865
1317,True,44,16,6,28.398561477661133
1318,True,50,28,12,32.217408895492554
1319,True,47,28,11,29.8120276927948
1320,True,40,49,22,32.12085199356079
1321,True,45,5,0,26.024856567382812
1322,True,52,2,0,25.83780288696289
1323,True,42,36,16,31.9581196308136
1324,True,46,2,0,25.02840518951416
1325,True,48,8,2,26.227325201034546
1326,True,48,32,15,32.34559226036072
1327,True,44,9,3,26.973514556884766
1328,True,43,20,9,33.558871030807495
1329,True,44,58,28,32.83373045921326
1330,True,46,46,22,33.80764579772949
1331,True,44,32,13,29.75376057624817
1332,True,49,25,12,31.984570026397705
1333,True,51,15,4,27.113468885421753
1334,True,40,48,23,38.931955099105835
1335,True,43,11,2,27.7452335357666
1336,True,30,4,1,25.563552141189575
1337,True,39,99,49,33.22868752479553
1338,True,47,17,6,28.92198920249939
1339,True,47,24,11,30.444352388381958
1340,True,43,28,12,32.0212984085083
1341,True,46,11,3,26.755065441131592
1342,True,47,49,24,36.89210748672485
1343,True,45,21,9,29.055328607559204
1344,True,50,51,24,38.503497838974
1345,True,46,5,1,25.94885516166687
1346,True,45,9,3,26.74749779701233
1347,True,47,9,2,27.270622730255127
1348,True,31,25,10,30.75804591178894
1349,True,47,20,9,28.89639401435852
1350,True,45,6,2,27.067174434661865
1351,True,32,333,164,91.57136368751526
1352,True,44,8,1,26.944353342056274
1353,True,46,77,36,44.50340509414673
1354,True,46,115,57,37.45316481590271
1355,True,47,116,55,40.58703827857971
1356,True,47,17,7,28.032618284225464
1357,True,49,35,16,31.856831550598145
1358,True,54,138,68,45.27812695503235
1359,True,43,42,20,34.19234776496887
1360,True,44,53,24,35.04846930503845
1361,True,43,16,6,29.237917184829712
1362,True,49,7,2,26.14199948310852
1363,True,46,4,1,26.504621267318726
1364,True,51,7,1,25.55764889717102
1365,True,45,35,16,32.8484423160553
1366,True,47,46,22,39.550729513168335
1367,True,47,38,17,35.06971740722656
1368,True,42,4,0,25.471787452697754
1369,True,28,26,12,34.37458252906799
1370,True,45,28,11,30.648437976837158
1371,True,46,101,49,53.011821031570435
1372,True,41,70,33,42.406790256500244
1373,True,29,23,9,30.377116203308105
1374,True,29,40,17,33.23919463157654
1375,True,29,164,80,65.68962144851685
1376,True,46,7,1,26.641982793807983
1377,True,43,76,37,44.64160776138306
1378,True,48,23,10,27.418964624404907
1379,True,47,11,4,27.480663299560547
1380,True,48,26,11,29.288374662399292
1381,True,52,17,7,27.569318294525146
1382,True,46,9,2,26.434149026870728
1383,True,46,3,0,25.287456512451172
1384,True,50,15,4,29.29804277420044
1385,True,45,5,1,26.463095903396606
1386,True,48,7,1,25.995471715927124
1387,True,41,39,18,31.614562511444092
1388,True,45,6,2,26.50916337966919
1389,True,51,24,11,32.3634831905365
1390,True,44,19,8,27.123263120651245
1391,True,43,55,26,34.159067153930664
1392,True,45,24,10,28.78853988647461
1393,True,51,34,16,33.89119577407837
1394,True,48,13,5,29.84595489501953
1395,True,48,6,2,25.816701650619507
1396,True,46,23,10,29.83816957473755
1397,True,40,21,9,31.49343466758728
1398,True,45,13,4,27.398845911026
1399,True,49,10,3,26.484067916870117
1400,True,47,33,15,32.73384237289429
1401,True,46,21,8,30.21029782295227
1402,True,30,403,199,98.12716436386108
1403,True,43,9,3,25.68567943572998
1404,True,45,13,6,28.419913291931152
1405,True,43,29,13,36.97356915473938
1406,True,45,2,0,25.920361042022705
1407,True,43,51,24,38.59522843360901
1408,True,46,41,18,32.83179473876953
1409,True,45,78,37,32.75419569015503
1410,True,45,51,24,37.25809335708618
1411,True,27,18,7,33.613598108291626
1412,True,43,41,18,31.636517763137817
1413,True,41,16,7,30.253207206726074
1414,True,42,44,19,35.33229446411133
1415,True,45,8,3,26.65583348274231
1416,True,48,67,33,31.85580587387085
1417,True,49,81,39,35.21162438392639
1418,True,45,12,4,28.631295204162598
1419,True,42,13,6,31.22280788421631
1420,True,47,9,2,26.469202995300293
1421,True,44,16,6,27.26119041442871
1422,True,43,13,3,27.32153081893921
1423,True,44,19,7,27.643056631088257
1424,True,50,16,6,27.062000513076782
1425,True,48,123,60,46.185951471328735
1426,True,45,68,33,33.72411751747131
1427,True,52,45,20,30.57545828819275
1428,True,42,406,201,108.60291862487793
1429,True,45,5,1,25.67613983154297
1430,True,43,21,9,30.026958227157593
1431,True,44,32,14,35.02479648590088
1432,True,47,2,0,24.883626222610474
1433,True,48,7,2,25.741065979003906
1434,True,45,64,30,37.45244574546814
1435,True,48,3,0,25.57964849472046
1436,True,47,43,18,34.32623505592346
1437,True,44,7,2,26.802571296691895
1438,True,47,42,19,29.269129753112793
1439,True,50,20,9,28.655418395996094
1440,True,46,46,22,36.26569867134094
1441,True,46,104,51,56.650216817855835
1442,True,44,7,2,26.422764539718628
1443,True,45,10,3,28.00556993484497
1444,True,46,26,11,29.36821699142456
1445,True,38,20,9,31.627848148345947
1446,True,41,32,11,31.49152898788452
1447,True,47,10,4,27.11816120147705
1448,True,49,12,4,27.870307445526123
1449,True,45,25,11,28.930204391479492
1450,True,30,32,13,29.426721572875977
1451,True,47,19,7,27.642169713974
1452,True,49,13,5,26.786560773849487
1453,True,49,57,27,35.091073751449585
1454,True,44,50,22,34.336886405944824
1455,True,44,18,8,31.567522764205933
1456,True,45,11,3,28.08818030357361
1457,True,42,53,25,40.25427842140198
1458,True,42,12,4,27.41515588760376
1459,True,39,232,113,51.06200933456421
1460,True,46,47,22,36.143651247024536
1461,True,45,19,8,28.71702265739441
1462,True,48,5,1,27.470834493637085
1463,True,46,6,2,27.642364501953125
1464,True,46,23,10,28.104461431503296
1465,True,48,7,2,27.190696954727173
1466,True,47,51,24,33.60838294029236
1467,True,49,10,3,28.34430432319641
1468,True,49,53,25,28.324129104614258
1469,True,46,55,25,39.97461533546448
1470,True,48,14,4,27.857783555984497
1471,True,41,32,14,32.64867925643921
1472,True,45,27,11,32.78106355667114
1473,True,29,66,30,44.44697046279907
1474,True,45,58,27,37.650001764297485
1475,True,45,39,18,35.53701591491699
1476,True,42,66,32,40.950528383255005
1477,True,46,17,7,26.487266302108765
1478,True,47,20,9,30.393964290618896
1479,True,30,140,67,79.68193912506104
1480,True,46,7,2,26.89195203781128
1481,True,43,37,17,30.855793476104736
1482,True,46,21,9,31.761367321014404
1483,True,48,2,0,26.233673334121704
1484,True,43,11,4,28.330165147781372
1485,True,48,33,15,30.479636669158936
1486,True,49,8,3,26.905884265899658
1487,True,30,174,83,81.60293769836426
1488,True,48,36,16,35.550586223602295
1489,True,44,16,6,28.056982278823853
1490,True,46,22,8,27.5213725566864
1491,True,49,21,9,27.808389902114868
1492,True,43,17,7,29.03314733505249
1493,True,41,71,34,44.84303379058838
1494,True,48,32,15,34.960663080215454
1495,True,50,9,4,27.897966146469116
1496,True,41,12,5,28.398414373397827
1497,True,46,18,7,29.317932605743408
1498,True,47,38,18,34.43055009841919
1499,True,43,126,62,52.97612929344177
1500,True,47,90,44,52.34519934654236
1501,True,45,14,5,32.520623207092285
1502,True,43,24,11,41.026100158691406
1503,True,43,39,18,44.617680072784424
1504,True,48,28,12,31.191232204437256
1505,True,50,7,2,25.59754705429077
1506,True,48,87,43,40.95857524871826
1507,True,52,7,1,26.684351205825806
1508,True,42,195,96,59.727163553237915
1509,True,43,41,20,34.30894184112549
1510,True,43,57,27,37.3664984703064
1511,True,45,4,1,27.096310138702393
1512,True,46,10,3,27.23339319229126
1513,True,43,10,3,27.146975994110107
1514,True,42,21,9,32.1999990940094
1515,True,47,34,16,31.658050298690796
1516,True,49,16,6,28.337841033935547
1517,True,47,10,3,27.894922256469727
1518,True,46,7,2,26.579692125320435
1519,True,44,25,12,31.32156729698181
1520,True,45,135,67,58.04411792755127
1521,True,47,42,19,32.358041286468506
