Number,SAT,Pairs,Evals,Backtracks,Runtime
137,True,46,7,2,14.707635402679443
138,True,41,90,44,23.314457416534424
139,True,44,6,2,14.878715991973877
140,True,48,42,19,19.902483463287354
141,True,44,36,17,18.577669620513916
142,True,45,37,18,21.11633038520813
143,True,46,235,116,28.145106554031372
144,True,31,39,15,18.448036670684814
145,True,31,35,13,18.959205389022827
146,True,31,31,11,18.45482873916626
147,True,31,27,9,18.18111515045166
148,True,47,23,10,15.695269107818604
149,True,46,11,3,15.443763732910156
150,True,43,89,43,26.414435148239136
151,True,43,54,23,18.06244444847107
152,True,43,17,7,16.28757095336914
153,True,45,44,21,20.889622688293457
154,True,45,18,7,16.176838159561157
155,True,45,22,10,16.631564378738403
156,True,50,42,19,20.01046919822693
157,True,47,13,4,14.989359378814697
158,True,42,39,18,20.75922703742981
159,True,44,49,22,18.042818784713745
160,True,47,64,30,24.21698522567749
161,True,48,19,8,18.434190273284912
162,True,44,26,10,17.43916392326355
163,True,41,26,12,17.767137050628662
164,True,48,29,14,19.086836099624634
165,True,51,58,28,18.76776671409607
166,True,49,61,30,19.778547286987305
167,True,48,43,20,19.364956855773926
168,True,43,48,22,22.755149364471436
169,True,41,303,149,49.728482484817505
170,True,40,30,14,15.694883346557617
171,True,47,38,18,18.406557083129883
172,True,45,34,15,18.214550256729126
173,True,45,110,53,20.564258337020874
174,True,50,113,55,28.492131233215332
175,True,43,84,41,20.490312099456787
176,True,42,8,2,14.713380336761475
177,True,46,54,25,21.47419285774231
178,True,41,63,30,18.83924436569214
179,True,50,50,24,19.169965505599976
180,True,43,74,35,21.69438147544861
181,True,42,15,6,16.50129222869873
182,True,44,67,32,23.58054757118225
183,True,42,120,57,20.81185817718506
184,True,46,44,19,18.371148109436035
185,True,44,5,0,14.15942931175232
186,True,43,157,77,34.1396541595459
187,True,43,48,23,17.71932888031006
188,True,42,20,8,16.616084337234497
189,True,43,70,32,24.778640270233154
190,True,46,83,38,24.558842658996582
191,True,43,72,35,22.29604482650757
192,True,44,100,48,32.26525664329529
193,True,43,4,1,14.42521071434021
194,True,47,17,5,15.339179277420044
195,True,48,23,8,15.877267122268677
196,True,46,14,5,14.972536087036133
197,True,44,26,11,17.833557844161987
198,True,45,19,9,16.870553731918335
199,True,43,58,27,16.50617551803589
200,True,44,41,20,18.409852504730225
201,True,44,57,27,23.55532932281494
202,True,41,8,2,15.414030075073242
203,True,48,14,5,16.70411491394043
204,True,41,71,34,23.32215905189514
205,True,48,18,8,16.031924724578857
206,True,45,52,25,16.48210382461548
207,True,45,68,33,21.87725591659546
208,True,47,35,14,17.28007221221924
209,True,45,36,17,18.912965297698975
210,True,41,45,21,19.10193395614624
211,True,47,11,4,15.919564723968506
212,True,47,3,0,14.088302850723267
213,True,42,33,14,17.40554904937744
214,True,46,7,2,14.166863679885864
215,True,43,19,8,16.89372229576111
216,True,49,11,3,15.136783599853516
217,True,45,13,5,15.411704778671265
218,True,47,8,2,14.555101871490479
219,True,47,5,1,14.187186479568481
220,True,45,26,11,16.578470706939697
221,True,44,78,37,21.501573085784912
222,True,41,12,5,14.57688283920288
223,True,43,48,23,19.366587162017822
224,True,48,18,7,14.904144048690796
225,True,38,43,19,19.669755935668945
226,True,47,30,14,16.021042346954346
227,True,44,28,12,18.493046522140503
228,True,47,35,15,18.08501434326172
229,True,43,24,10,17.7344069480896
230,True,47,8,2,14.791716814041138
231,True,37,18,7,17.225966215133667
232,True,43,20,9,17.333972930908203
233,True,49,45,21,19.233319759368896
234,True,45,31,14,18.008893728256226
235,True,45,49,22,21.64458441734314
236,True,44,54,26,22.532329082489014
237,True,43,23,10,16.409752368927002
238,True,49,14,5,17.391024351119995
239,True,45,17,6,16.76699161529541
240,True,46,52,23,22.67365288734436
241,True,47,9,2,16.830196619033813
242,True,43,18,8,18.11068034172058
243,True,45,13,4,15.251120805740356
244,True,47,7,2,14.782590866088867
245,True,42,20,8,17.048197031021118
246,True,40,22,10,16.844995975494385
247,True,40,19,8,16.18882393836975
248,True,47,28,12,17.15746235847473
249,True,47,25,11,16.75141191482544
250,True,45,37,17,19.517001152038574
251,True,43,12,4,14.985440969467163
252,True,46,20,8,15.923039436340332
253,True,44,81,39,17.220283031463623
254,True,46,70,34,18.751448392868042
255,True,44,7,2,14.969915390014648
256,True,41,93,44,24.735966444015503
257,True,41,7,2,15.86059045791626
258,True,44,8,2,15.579391956329346
259,True,46,12,4,15.172961711883545
260,True,45,21,9,16.23535442352295
261,True,47,2,0,14.563794136047363
262,True,46,90,44,24.81430435180664
263,True,42,55,26,20.985749006271362
264,True,44,9,2,14.360363721847534
265,True,49,492,245,42.84677529335022
266,True,48,13,4,15.250904321670532
267,True,43,5,1,14.640366315841675
268,True,44,5,1,14.860470056533813
269,True,44,16,6,15.016548156738281
270,True,47,26,12,18.376586437225342
271,True,51,8,2,15.141812324523926
272,True,43,52,21,19.220242738723755
273,True,48,7,1,14.57920241355896
274,True,44,20,7,16.501129627227783
275,True,46,31,15,18.595072031021118
276,True,47,76,37,29.549121141433716
277,True,46,8,2,17.19174289703369
278,True,44,21,9,16.62653112411499
279,True,42,31,13,17.73618221282959
280,True,47,24,11,17.3920795917511
281,True,41,53,24,18.876415729522705
282,True,42,85,40,23.345593452453613
283,True,42,51,23,24.080127954483032
284,True,43,54,25,21.15777015686035
285,True,43,37,17,19.595062732696533
286,True,45,26,11,18.673150777816772
287,True,44,14,5,16.220181226730347
288,True,46,210,103,31.917412757873535
289,True,46,25,10,17.079439401626587
290,True,44,73,34,19.658048152923584
291,True,47,38,18,19.407751083374023
292,True,27,8,2,15.720060586929321
293,True,34,67,32,25.12704300880432
294,True,47,13,5,15.126078605651855
295,True,30,398,196,125.7906858921051
296,True,42,19,9,18.720895767211914
297,True,47,13,5,23.615369081497192
298,True,43,34,16,29.746286153793335
299,True,47,48,22,29.775453090667725
300,True,43,103,50,40.950448989868164
301,True,45,27,11,24.96562385559082
302,True,43,60,29,25.879578351974487
303,True,42,53,24,25.13194441795349
304,True,47,43,20,23.723641633987427
305,True,45,13,4,18.088396072387695
306,True,45,28,12,20.46697688102722
307,True,45,42,19,24.18198299407959
308,True,43,29,13,20.99748158454895
309,True,42,16,7,21.19434404373169
310,True,46,38,18,19.822039127349854
311,True,27,57,27,26.871329307556152
312,True,50,25,11,16.98001718521118
313,True,46,42,19,19.874378442764282
314,True,47,4,1,15.51321029663086
315,True,42,20,8,17.319180727005005
316,True,43,87,42,33.815815925598145
317,True,47,23,10,18.76447606086731
318,True,43,29,13,23.780165672302246
319,True,29,18,6,18.62107276916504
320,True,46,15,5,19.070644855499268
321,True,30,14,4,16.198829889297485
322,True,30,26,11,17.725926399230957
323,True,43,21,9,19.60501003265381
324,True,46,10,3,15.878721237182617
325,True,49,32,15,20.367788314819336
326,True,41,38,16,22.253648042678833
327,True,46,8,2,17.37123155593872
328,True,51,24,10,18.973535299301147
329,True,31,68,33,28.322442293167114
330,True,31,89,43,34.27561068534851
331,True,28,149,73,60.3870153427124
332,True,46,10,4,15.240946531295776
333,True,44,77,38,26.764440774917603
334,True,44,14,4,17.19331979751587
335,True,50,42,20,22.320048570632935
336,True,49,47,22,20.239256620407104
337,True,40,22,10,19.82429265975952
338,True,42,12,4,18.857136964797974
339,True,43,40,19,26.476644039154053
340,True,43,29,11,18.011094331741333
341,True,49,25,11,21.080777645111084
342,True,44,15,6,22.614997625350952
343,True,48,96,47,27.565349578857422
344,True,44,19,9,17.73423433303833
345,True,50,11,4,16.271909475326538
346,True,50,23,9,17.246607065200806
347,True,45,67,33,33.55526685714722
348,True,48,17,8,21.108089685440063
349,True,47,70,34,20.84722065925598
350,True,44,7,2,18.390684604644775
351,True,45,82,39,28.78330683708191
352,True,43,32,14,20.6321017742157
353,True,43,59,27,25.0740008354187
354,True,47,10,3,15.449699401855469
355,True,46,61,28,25.4271183013916
356,True,43,16,6,16.58109760284424
357,True,44,18,7,17.11918306350708
358,True,44,48,22,20.310837507247925
359,True,43,100,48,28.78628444671631
360,True,50,32,14,20.07289218902588
361,True,46,23,9,16.10628628730774
362,True,49,192,95,33.90258550643921
363,True,43,32,15,18.822108268737793
364,True,43,12,3,14.769230365753174
365,True,44,15,5,15.34520435333252
366,True,47,12,4,14.929170608520508
367,True,51,7,1,14.906798124313354
368,True,43,6,1,14.961045742034912
369,True,50,9,2,14.988171815872192
370,True,48,74,36,18.914679527282715
371,True,43,10,3,14.944953680038452
372,True,47,21,10,17.78909683227539
373,True,50,24,11,20.886855602264404
374,True,47,30,13,19.19122076034546
375,True,46,16,5,19.5454843044281
376,True,49,15,5,18.424794912338257
377,True,45,7,2,16.392798900604248
378,True,43,52,24,24.883857250213623
379,True,43,2,0,15.262722969055176
380,True,43,20,7,20.555763959884644
381,True,49,35,15,17.0684232711792
382,True,43,80,37,21.90589690208435
383,True,46,8,2,15.45522928237915
384,True,45,18,6,18.31833529472351
385,True,46,146,72,43.19390344619751
386,True,46,42,20,22.91727089881897
387,True,46,79,38,28.683090209960938
388,True,45,16,6,19.255300998687744
389,True,48,30,14,20.351449489593506
390,True,45,17,7,18.952523708343506
391,True,51,12,3,16.50861620903015
392,True,48,5,1,16.823158740997314
393,True,46,79,38,26.54434061050415
394,True,41,35,16,24.022411346435547
395,True,49,10,4,17.78929090499878
396,True,48,18,8,18.54024052619934
397,True,29,11,4,17.92652940750122
398,True,43,35,15,23.027714014053345
399,True,47,86,42,35.45716142654419
400,True,47,4,0,19.462113618850708
401,True,48,10,3,18.33583402633667
402,True,30,117,57,40.140079736709595
403,True,44,14,5,19.656258583068848
404,True,46,20,9,21.09580898284912
405,True,45,11,3,18.852047443389893
406,True,46,8,2,17.499650478363037
407,True,41,7,2,19.546956777572632
408,True,48,30,13,22.055497407913208
409,True,47,6,1,17.03548264503479
410,True,44,4,1,17.322022676467896
411,True,42,76,35,31.420504570007324
412,True,50,9,3,17.967758178710938
413,True,45,44,21,23.68086004257202
414,True,46,64,29,26.744417905807495
415,True,44,108,53,29.00443744659424
416,True,42,21,7,21.768099546432495
417,True,47,24,11,21.395472526550293
418,True,49,23,10,18.224027395248413
419,True,44,27,11,19.526747941970825
420,True,46,10,2,17.1686110496521
421,True,46,11,4,16.201244115829468
422,True,30,63,30,25.41529941558838
423,True,50,25,10,17.307889461517334
424,True,44,45,21,22.415271043777466
425,True,47,23,9,16.98625135421753
426,True,46,10,3,16.275458574295044
427,True,44,8,2,16.18425679206848
428,True,49,27,12,18.697269916534424
429,True,43,31,14,37.65600085258484
430,True,46,84,41,25.074886322021484
431,True,43,7,2,18.6864116191864
432,True,41,52,25,27.926342010498047
433,True,46,79,39,41.132461071014404
434,True,43,55,26,31.35367250442505
435,True,47,27,11,24.57867956161499
436,True,38,15,6,20.525286197662354
437,True,47,27,12,23.04636549949646
438,True,39,31,13,25.562739610671997
439,True,44,28,12,24.51363182067871
440,True,43,5,1,20.71299171447754
441,True,45,82,40,40.22669458389282
442,True,43,30,14,23.710166692733765
443,True,47,32,14,21.427608251571655
444,True,46,39,19,24.177658319473267
445,True,40,108,52,25.880504369735718
446,True,46,28,12,29.575270414352417
447,True,44,3,0,26.626155376434326
448,True,52,10,3,18.64134430885315
449,True,40,86,42,32.05655026435852
450,True,45,167,80,35.41955804824829
451,True,44,82,39,23.917906284332275
452,True,49,93,45,30.510931730270386
453,True,40,67,31,24.202000617980957
454,True,47,23,9,21.88740611076355
455,True,43,16,7,17.28262495994568
456,True,45,57,27,24.877057552337646
457,True,47,23,9,19.340072631835938
458,True,49,47,22,20.380155086517334
459,True,30,5,1,14.860543012619019
460,True,43,22,9,17.142055988311768
461,True,42,33,15,18.204459190368652
462,True,43,11,4,15.657298564910889
463,True,49,24,9,17.31372570991516
464,True,48,35,16,18.00150966644287
465,True,45,71,35,18.14206051826477
466,True,31,26,11,18.64194917678833
467,True,45,36,17,18.84531879425049
468,True,28,43,20,16.298134565353394
469,True,46,25,12,16.970053911209106
470,True,48,6,1,14.594510078430176
471,True,46,7,1,14.87637710571289
472,True,42,62,29,21.876473426818848
473,True,45,5,1,14.860489845275879
474,True,44,31,14,19.391934633255005
475,True,43,90,42,27.189437866210938
476,True,45,6,1,14.407590389251709
477,True,45,273,135,42.3310809135437
478,True,44,8,2,14.860454559326172
479,True,49,73,35,22.954798698425293
480,True,46,7,1,14.423009395599365
481,True,42,12,3,14.860379457473755
482,True,44,2,0,14.392051696777344
483,True,40,44,21,21.548415899276733
484,True,50,149,73,34.11205792427063
485,True,45,23,9,17.861563682556152
486,True,43,16,5,15.510617017745972
487,True,47,11,4,15.997264385223389
488,True,51,22,10,16.170616388320923
489,True,50,30,13,15.618491649627686
490,True,42,8,2,14.663300514221191
491,True,51,4,1,14.778707265853882
492,True,47,2,0,14.188678503036499
493,True,45,35,15,20.32920551300049
494,True,40,10,3,14.980595827102661
495,True,45,6,1,14.532050609588623
496,True,50,25,9,16.317582368850708
497,True,46,5,1,14.760122299194336
498,True,29,37,17,18.613808155059814
499,True,51,117,57,28.43967032432556
500,True,46,70,33,22.25417470932007
501,True,41,26,11,16.320225477218628
502,True,40,8,1,14.938080549240112
503,True,43,51,23,17.240665197372437
504,True,46,7,1,14.573643445968628
505,True,41,15,4,15.648325204849243
506,True,45,12,4,15.071707487106323
507,True,43,77,37,23.233176469802856
508,True,49,150,73,34.938007831573486
509,True,39,11,2,14.768385648727417
510,True,51,71,34,21.439728260040283
511,True,49,30,13,18.220168352127075
512,True,43,96,47,23.549226760864258
513,True,46,8,2,15.219986200332642
514,True,46,163,79,32.81552267074585
515,True,48,56,26,21.939073085784912
516,True,46,10,3,15.360383749008179
517,True,44,44,19,18.421806573867798
518,True,48,41,19,18.70476984977722
519,True,46,13,4,15.516979455947876
520,True,48,51,24,20.72029185295105
521,True,50,47,21,18.56383180618286
522,True,30,52,23,16.532684803009033
523,True,44,7,2,14.454560995101929
524,True,46,5,1,14.29789662361145
525,True,42,11,4,15.891546964645386
526,True,42,54,26,18.376501083374023
527,True,45,45,22,19.704538822174072
528,True,51,5,1,14.407338857650757
529,True,49,12,4,14.954159498214722
530,True,29,31,14,19.40774440765381
531,True,50,3,0,14.376181840896606
532,True,51,7,2,14.579061269760132
533,True,51,6,1,14.641780376434326
534,True,42,29,12,17.51680850982666
535,True,47,105,50,22.767374277114868
536,True,51,9,2,14.579134702682495
537,True,46,20,6,15.64185380935669
538,True,47,17,7,15.985572576522827
539,True,46,9,3,14.829105615615845
540,True,46,35,14,16.954251289367676
541,True,46,11,4,15.502206563949585
542,True,47,36,17,18.234052896499634
543,True,50,7,1,14.620421648025513
544,True,47,10,4,15.276306867599487
545,True,40,84,40,24.433039903640747
546,True,46,69,33,21.76344609260559
547,True,41,25,11,17.62925100326538
548,True,44,8,2,14.995643615722656
549,True,46,162,80,28.25381326675415
550,True,46,107,52,30.399027347564697
551,True,43,14,5,15.672781229019165
552,True,32,13,4,16.185540914535522
553,True,31,249,122,32.80670762062073
554,True,31,18,7,15.808024406433105
555,True,31,136,67,24.629106283187866
556,True,48,13,4,15.344232320785522
557,True,48,6,2,14.52700400352478
558,True,44,12,5,15.069079399108887
559,True,31,31,13,17.07926034927368
560,True,30,12,4,15.550657510757446
561,True,44,8,2,14.188486099243164
562,True,41,10,3,15.51657772064209
563,True,46,56,25,20.734211444854736
564,True,43,6,1,15.029785871505737
565,True,44,19,8,17.870664358139038
566,True,48,19,8,15.985108852386475
567,True,43,9,3,14.894282341003418
568,True,48,11,4,16.156986713409424
569,True,29,142,69,46.833335638046265
570,True,46,12,1,14.480115413665771
571,True,45,275,134,37.93720531463623
572,True,42,279,139,39.01552963256836
573,True,52,8,2,15.146194219589233
574,True,28,232,113,60.37705373764038
575,True,45,86,40,23.205209255218506
576,True,44,77,35,23.305516004562378
577,True,46,55,24,18.9648699760437
578,True,42,27,11,17.527254343032837
579,True,44,504,250,41.17148756980896
580,True,46,15,6,16.04289412498474
581,True,48,29,13,23.25559139251709
582,True,48,17,7,21.42053747177124
583,True,46,39,18,21.7401225566864
584,True,47,29,12,17.49760150909424
585,True,41,56,27,18.351049661636353
586,True,42,11,3,14.585942029953003
587,True,46,120,58,25.638383388519287
588,True,41,33,15,17.032740831375122
589,True,47,9,1,14.650325059890747
590,True,47,31,12,17.21488904953003
591,True,45,60,29,20.726292610168457
592,True,46,5,1,14.603192806243896
593,True,50,46,22,20.127463579177856
594,True,44,18,7,15.702312231063843
595,True,47,16,6,15.69924020767212
596,True,49,35,15,16.087167739868164
597,True,46,98,48,20.789976358413696
598,True,48,47,21,17.712663412094116
599,True,43,5,1,14.377952098846436
600,True,49,17,6,16.084993839263916
601,True,46,13,5,15.570500135421753
602,True,47,15,6,15.534987449645996
603,True,47,70,34,24.429285049438477
604,True,47,50,23,19.903369426727295
605,True,27,15,4,15.192136526107788
606,True,41,36,17,17.649661779403687
607,True,45,5,1,15.074045181274414
608,True,42,66,32,25.019468307495117
609,True,43,51,24,18.49753212928772
610,True,49,73,36,21.62908434867859
611,True,40,31,13,19.3781955242157
612,True,45,14,6,16.323014736175537
613,True,45,89,43,22.044118642807007
614,True,44,30,13,18.137951850891113
615,True,40,60,29,24.986775159835815
616,True,48,15,5,15.575084924697876
617,True,51,59,28,20.68442440032959
618,True,41,16,7,16.185976266860962
619,True,43,47,21,20.032923936843872
620,True,44,187,91,40.445029497146606
621,True,45,26,12,17.267801761627197
622,True,46,54,25,24.001956462860107
623,True,51,8,1,14.651658296585083
624,True,45,170,83,33.79554533958435
625,True,44,45,21,18.799079656600952
626,True,40,38,17,22.41154909133911
627,True,46,7,3,15.53207516670227
628,True,46,10,2,14.684012651443481
629,True,44,25,12,16.323874473571777
630,True,44,29,13,18.098873376846313
631,True,40,28,12,14.924077272415161
632,True,31,9,4,15.881024837493896
633,True,39,58,26,18.55091166496277
634,True,42,29,13,18.320775270462036
635,True,45,58,27,20.54870343208313
636,True,42,16,6,15.68305492401123
637,True,47,2,0,14.46768593788147
638,True,44,6,2,14.933383703231812
639,True,49,3,0,15.273708581924438
640,True,41,66,30,20.045788526535034
641,True,45,85,41,25.615601539611816
642,True,39,28,12,18.272568941116333
643,True,48,41,19,18.339007139205933
644,True,42,12,4,15.835039138793945
645,True,46,27,12,17.894638538360596
646,True,38,4,1,14.261063814163208
647,True,49,32,14,17.540717840194702
648,True,47,111,53,28.768377542495728
649,True,47,40,18,18.277315378189087
650,True,50,70,33,18.79358696937561
651,True,30,74,34,21.837417125701904
652,True,31,146,72,26.080872535705566
653,True,41,21,9,16.577126026153564
654,True,46,6,2,14.387932538986206
655,True,42,23,10,17.127174377441406
656,True,51,41,19,18.430633306503296
657,True,44,9,2,14.730186462402344
658,True,49,49,24,21.407602548599243
659,True,48,42,19,19.082862615585327
660,True,45,36,17,17.109326124191284
661,True,44,35,16,17.527918577194214
662,True,47,54,25,20.153847455978394
663,True,44,143,69,22.800891876220703
664,True,46,55,26,19.751160860061646
665,True,45,75,37,23.339757919311523
666,True,46,35,14,16.188404083251953
667,True,40,32,14,18.86154866218567
668,True,44,11,3,14.858110427856445
669,True,43,62,30,23.21541428565979
670,True,41,50,24,21.719244718551636
671,True,42,40,18,17.69816565513611
672,True,42,26,11,17.025321006774902
673,True,46,27,11,15.56363034248352
674,True,46,6,2,15.391806602478027
675,True,43,25,12,17.24845004081726
676,True,47,29,14,18.70574402809143
677,True,45,54,26,17.401201009750366
678,True,46,46,22,17.370769023895264
679,True,41,39,18,18.908653020858765
680,True,49,24,11,16.71988797187805
681,True,43,15,6,16.144407987594604
682,True,46,69,32,21.929582834243774
683,True,41,147,71,32.04203820228577
684,True,45,56,27,19.06739640235901
685,True,51,21,9,15.57363772392273
686,True,48,9,2,14.943378686904907
687,True,47,12,5,16.432329654693604
688,True,42,29,12,18.574735403060913
689,True,46,37,16,18.9992036819458
690,True,46,27,12,16.10052752494812
691,True,52,12,4,15.143807172775269
692,True,49,64,30,18.138168811798096
693,True,50,59,29,21.95793104171753
694,True,44,9,3,15.162838697433472
695,True,40,12,5,15.230527639389038
696,True,40,5,1,14.871142864227295
697,True,45,67,32,22.47542095184326
698,True,41,49,22,20.826754093170166
699,True,43,7,2,15.09301233291626
700,True,46,25,10,15.729905605316162
701,True,49,10,4,15.174241065979004
702,True,45,22,9,15.267985343933105
703,True,45,2,0,14.157414436340332
704,True,51,28,13,17.19644331932068
705,True,44,91,45,28.009916305541992
706,True,46,5,0,14.403517723083496
707,True,47,11,4,15.104923486709595
708,True,41,5,1,14.872188806533813
709,True,46,9,3,14.126315116882324
710,True,45,5,1,14.469178676605225
711,True,52,2,0,14.665783166885376
712,True,43,11,4,14.686150550842285
713,True,50,30,13,16.861123085021973
714,True,51,12,3,14.599196434020996
715,True,46,9,3,14.75849175453186
716,True,47,17,5,15.105756759643555
717,True,45,5,1,14.450292348861694
718,True,49,57,27,19.136372089385986
719,True,42,49,24,22.95886540412903
720,True,50,42,20,17.890718936920166
721,True,47,3,0,14.189037084579468
722,True,45,45,21,21.350116968154907
723,True,44,10,4,15.683669328689575
724,True,46,6,1,14.416278600692749
725,True,48,6,1,14.73676061630249
726,True,47,26,12,19.242048740386963
727,True,46,3,0,14.15784502029419
728,True,44,5,1,14.73267412185669
729,True,46,26,12,16.662559986114502
730,True,49,86,42,22.53969383239746
731,True,44,157,76,34.58788228034973
732,True,49,8,2,14.25891661643982
733,True,50,25,12,17.93900489807129
734,True,45,2,0,14.092995166778564
735,True,43,25,11,16.6269371509552
736,True,45,10,3,14.630545854568481
737,True,46,52,25,20.875314712524414
738,True,43,4,0,14.094735860824585
739,True,41,13,4,14.540161848068237
740,True,43,2,0,14.187849283218384
741,True,42,22,9,15.556460618972778
742,True,41,15,5,16.06754422187805
743,True,44,6,1,14.900223016738892
744,True,45,9,2,15.214115619659424
745,True,44,51,24,16.897380828857422
746,True,45,44,20,19.026366710662842
747,True,46,22,9,15.674130916595459
748,True,47,50,24,23.597550630569458
749,True,42,17,5,15.355448961257935
750,True,47,35,16,15.665616989135742
751,True,46,8,2,14.626193046569824
752,True,46,6,1,14.730002403259277
753,True,50,21,9,15.864321231842041
754,True,44,15,6,15.77183485031128
755,True,44,24,10,16.930874347686768
756,True,49,9,2,14.473761796951294
757,True,45,21,8,17.880225658416748
758,True,45,2,0,14.204322576522827
759,True,43,65,30,23.835938930511475
760,True,43,7,2,14.238561868667603
761,True,45,29,12,17.10113763809204
762,True,43,6,1,14.756805658340454
763,True,46,11,3,14.9569571018219
764,True,47,9,2,14.516345024108887
765,True,48,2,0,14.713197946548462
766,True,39,16,5,15.28145718574524
767,True,45,89,42,19.3138325214386
768,True,44,15,6,16.61243176460266
769,True,46,27,12,17.337907791137695
770,True,45,18,7,15.584630966186523
771,True,47,10,3,14.643645286560059
772,True,51,6,2,14.775981187820435
773,True,40,65,30,23.845826148986816
774,True,47,83,39,16.82394528388977
