Number,SAT,Pairs,Evals,Backtracks,Runtime
1404,True,45,22,9,29.31696367263794
1405,True,43,12,5,28.853776216506958
1406,True,45,7,2,27.005578994750977
1407,True,43,10,3,27.58252453804016
1408,True,46,10,2,25.578296661376953
1409,True,45,7,2,27.47295069694519
1410,True,45,43,20,41.873051166534424
1411,True,27,16,6,29.90339469909668
1412,True,43,45,21,38.59155750274658
1413,True,41,5,2,28.216643571853638
1414,True,42,15,4,27.996362924575806
1415,True,45,7,2,26.826066255569458
1416,True,48,14,6,27.060118436813354
1417,True,49,6,1,26.227558374404907
1418,True,45,13,5,27.35949158668518
1419,True,42,19,7,29.389241456985474
1420,True,47,29,13,29.777872323989868
1421,True,44,14,6,27.935359954833984
1422,True,43,12,5,29.898224353790283
1423,True,44,17,7,28.411193370819092
1424,True,50,7,2,27.383241653442383
1425,True,48,34,16,30.54410195350647
1426,True,45,12,5,26.54478883743286
1427,True,52,17,7,29.3165500164032
1428,True,42,76,37,47.04013538360596
1429,True,45,9,4,29.01738405227661
1430,True,43,47,22,35.28662657737732
1431,True,44,10,3,26.775076150894165
1432,True,47,13,5,28.0410315990448
1433,True,48,12,4,26.952943325042725
1434,True,45,12,4,26.77559995651245
1435,True,48,22,10,31.531494617462158
1436,True,47,11,4,28.855771780014038
1437,True,44,13,6,26.929439067840576
1438,True,47,33,15,29.03351664543152
1439,True,50,25,12,29.7000892162323
1440,True,46,6,2,25.830115795135498
1441,True,46,2,0,26.083465337753296
1442,True,44,3,0,25.0850510597229
1443,True,45,3,0,26.29692578315735
1444,True,46,8,3,27.442100524902344
1445,True,38,22,10,29.35007119178772
1446,True,41,4,1,25.781881093978882
1447,True,47,8,2,26.701203107833862
1448,True,49,17,6,27.772943019866943
1449,True,45,26,12,29.53679370880127
1450,True,30,43,20,49.31161570549011
1451,True,47,10,2,25.267413854599
1452,True,49,21,9,29.81696105003357
1453,True,49,12,5,27.994182109832764
1454,True,44,3,0,25.167619466781616
1455,True,44,5,0,25.65093421936035
1456,True,45,40,18,35.07602548599243
1457,True,42,23,10,31.74744701385498
1458,True,42,18,8,29.68278408050537
1459,True,39,5,1,26.95448064804077
1460,True,46,3,0,25.517999172210693
1461,True,45,3,0,24.77239727973938
1462,True,48,42,20,38.90330171585083
1463,True,46,40,19,39.327731132507324
1464,True,46,39,18,32.21706485748291
1465,True,48,5,1,25.89630389213562
1466,True,47,38,18,32.61485505104065
1467,True,49,17,7,29.73083257675171
1468,True,49,5,1,27.389662981033325
1469,True,46,30,14,31.74547553062439
1470,True,48,50,24,33.14262628555298
1471,True,41,21,9,30.492720365524292
1472,True,45,30,13,32.377105474472046
1473,True,29,34,15,37.033653259277344
1474,True,45,10,4,28.827049016952515
1475,True,45,6,2,27.093043327331543
1476,True,42,10,4,27.528242111206055
1477,True,46,23,10,27.315566778182983
1478,True,47,14,5,27.02039933204651
1479,True,30,97,47,53.84626364707947
1480,True,46,4,0,25.10257577896118
1481,True,43,58,27,36.10238480567932
1482,True,46,17,7,28.597500562667847
1483,True,48,21,10,28.96811318397522
1484,True,43,50,24,40.24868369102478
1485,True,48,37,16,32.90424609184265
1486,True,49,5,1,26.100041151046753
1487,True,30,13,4,27.43345332145691
1488,True,48,17,7,30.01961350440979
1489,True,44,14,6,27.330870866775513
1490,True,46,18,8,30.195926904678345
1491,True,49,29,14,30.663660526275635
1492,True,43,14,5,27.339433431625366
1493,True,41,32,14,34.16287541389465
1494,True,48,27,13,33.93356466293335
1495,True,50,4,1,26.84901237487793
1496,True,41,5,1,26.93408465385437
1497,True,46,14,5,27.690694093704224
1498,True,47,12,5,28.086156368255615
1499,True,43,32,14,33.19396114349365
1500,True,47,10,3,26.05658268928528
1501,True,45,10,3,26.584934949874878
1502,True,43,20,9,32.206196784973145
1503,True,43,19,7,29.66807723045349
1504,True,48,14,5,28.641767263412476
1505,True,50,9,2,26.375686407089233
1506,True,48,13,4,27.639581203460693
1507,True,52,22,9,30.574005842208862
1508,True,42,124,61,51.561076641082764
1509,True,43,37,17,32.917330503463745
1510,True,43,18,8,29.283228874206543
1511,True,45,7,3,27.511446237564087
1512,True,46,26,12,31.699601650238037
1513,True,43,9,3,26.83196210861206
1514,True,42,9,3,27.521689414978027
1515,True,47,15,6,27.252558708190918
1516,True,49,14,5,28.231513023376465
1517,True,47,7,2,26.798210859298706
1518,True,46,16,6,27.924524545669556
1519,True,44,8,2,25.80985188484192
1520,True,45,7,2,26.77159810066223
1521,True,47,29,13,31.865995407104492
1522,True,38,10,4,27.819767951965332
1523,True,47,16,6,28.326544284820557
1524,True,51,9,3,26.834272384643555
1525,True,42,2,0,25.299113988876343
1526,True,41,5,1,25.527741193771362
1527,True,46,27,13,32.626673221588135
1528,True,47,29,13,31.578962087631226
1529,True,46,27,12,31.77121067047119
1530,True,48,17,7,29.542038917541504
1531,True,46,9,3,26.751349210739136
1532,True,46,3,0,25.726530075073242
1533,True,45,27,11,29.889068365097046
1534,True,42,9,3,26.076634883880615
1535,True,46,15,7,28.7060706615448
1536,True,47,19,7,30.593807220458984
1537,True,44,8,0,25.305654287338257
1538,True,43,42,19,36.773367404937744
1539,True,41,11,5,28.31251335144043
1540,True,44,7,2,26.493911027908325
1541,True,44,12,5,28.66465163230896
1542,True,50,5,1,24.997112035751343
1543,True,49,4,1,25.220076322555542
1544,True,45,61,30,43.366164684295654
1545,True,45,6,1,31.724660396575928
1546,True,50,46,21,44.77717590332031
1547,True,46,9,3,29.97740411758423
1548,True,33,11,4,28.759641885757446
1549,True,44,23,11,29.62409210205078
1550,True,44,5,1,26.023017406463623
1551,True,50,38,16,31.35569739341736
1552,True,48,7,2,26.60704803466797
1553,True,50,16,6,28.74696373939514
1554,True,44,30,14,30.854142665863037
1555,True,48,6,1,26.638693809509277
1556,True,45,6,2,25.976467609405518
1557,True,29,11,3,26.200850009918213
1558,True,46,12,5,29.864824056625366
1559,True,48,4,0,26.059009075164795
1560,True,39,3,0,26.014583349227905
1561,True,43,9,2,25.78688359260559
1562,True,46,16,7,29.91071319580078
1563,True,44,6,2,25.57572031021118
1564,True,49,13,3,26.7300763130188
1565,True,45,8,2,28.6332426071167
1566,True,42,27,12,30.108973741531372
1567,True,46,3,0,25.71937608718872
1568,True,30,92,44,47.6136634349823
1569,True,44,40,19,37.74032258987427
1570,True,42,4,1,26.443268060684204
1571,True,46,29,13,32.80007481575012
1572,True,44,7,2,27.18895411491394
1573,True,41,30,13,34.47377848625183
1574,True,43,26,12,31.826140642166138
1575,True,44,52,25,34.765331745147705
1576,True,50,22,10,30.439111709594727
1577,True,48,7,1,26.049509048461914
1578,True,46,25,11,32.18409276008606
1579,True,47,24,11,28.514041900634766
1580,True,41,5,1,25.940189599990845
1581,True,48,3,1,26.18160581588745
1582,True,47,11,3,26.895692586898804
1583,True,45,40,19,33.60227656364441
1584,True,42,10,3,26.76025915145874
1585,True,51,83,39,40.06133484840393
1586,True,48,76,37,44.735055446624756
1587,True,48,12,5,29.978203058242798
1588,True,49,6,1,25.438817977905273
1589,True,47,29,14,33.321035861968994
1590,True,45,6,2,26.999404430389404
1591,True,42,15,6,30.75774884223938
1592,True,45,4,0,25.421806812286377
1593,True,52,13,5,27.888921976089478
1594,True,48,18,6,27.25576400756836
1595,True,47,32,15,33.10605978965759
1596,True,42,18,7,29.103567838668823
1597,True,44,4,0,25.401286363601685
1598,True,38,7,3,26.998209476470947
1599,True,43,17,8,29.00879406929016
1600,True,40,4,1,26.165302515029907
1601,True,47,8,2,26.68681812286377
1602,True,49,27,12,28.201239347457886
1603,True,45,4,0,25.186997652053833
1604,True,43,33,14,33.241281032562256
1605,True,42,12,3,26.885149717330933
1606,True,29,52,24,41.03927683830261
1607,True,49,12,4,26.61172580718994
1608,True,42,16,7,30.838595151901245
1609,True,49,17,7,31.574495792388916
1610,True,45,21,9,32.05370569229126
1611,True,42,12,4,27.105409383773804
1612,True,30,30,13,45.278963804244995
1613,True,44,11,4,35.83855938911438
1614,True,40,22,10,30.69597887992859
1615,True,42,20,8,32.147664070129395
1616,True,42,16,4,27.708707809448242
1617,True,27,63,30,50.18688774108887
1618,True,44,15,6,28.41569209098816
1619,True,29,58,27,35.6472544670105
1620,True,45,15,6,29.02237820625305
1621,True,44,8,2,26.374773263931274
1622,True,44,58,28,37.77228569984436
1623,True,47,10,3,27.667487144470215
1624,True,48,11,2,26.017483472824097
1625,True,46,13,5,26.878212928771973
1626,True,30,26,12,33.03505229949951
1627,True,30,85,41,43.26998257637024
1628,True,44,12,5,27.910152912139893
1629,True,47,2,0,25.6663556098938
1630,True,41,67,32,35.65009689331055
1631,True,45,53,26,38.608625411987305
1632,True,47,47,22,35.016727685928345
1633,True,49,32,15,31.78650188446045
1634,True,43,4,0,25.576545476913452
1635,True,43,21,9,28.60506248474121
1636,True,47,8,2,26.1453959941864
1637,True,44,10,3,26.759352684020996
1638,True,39,80,39,52.973700761795044
1639,True,46,7,2,25.80015540122986
1640,True,44,79,38,37.22414422035217
1641,True,44,40,19,29.809475660324097
1642,True,44,12,4,27.78852415084839
1643,True,48,14,6,29.480990171432495
1644,True,31,22,9,29.86875891685486
1645,True,29,176,86,108.86379194259644
1646,True,46,8,3,28.39454483985901
1647,True,30,127,62,77.43214988708496
1648,True,48,10,3,27.864205837249756
1649,True,45,18,7,27.688774824142456
1650,True,41,21,8,27.788712739944458
1651,True,47,9,2,26.516230821609497
1652,True,45,14,5,28.604774951934814
1653,True,39,69,34,49.15026354789734
1654,True,41,52,24,40.47141981124878
1655,True,46,25,11,31.330117225646973
1656,True,47,15,6,27.782979488372803
1657,True,49,19,9,29.172029495239258
1658,True,46,5,1,25.335181951522827
1659,True,46,5,1,25.615935802459717
1660,True,46,3,0,25.915776252746582
1661,True,44,71,34,45.68484592437744
1662,True,44,33,15,31.4693706035614
1663,True,44,40,19,35.023218631744385
1664,True,46,24,11,30.321855068206787
1665,True,46,38,18,35.12710380554199
1666,True,43,19,8,30.153789520263672
1667,True,48,15,5,27.060146808624268
1668,True,46,18,8,29.091028690338135
1669,True,45,6,2,26.816152572631836
1670,True,44,8,2,26.932708263397217
1671,True,47,6,1,25.799686431884766
1672,True,44,25,10,27.83086347579956
1673,True,52,7,2,26.31197237968445
1674,True,39,2,0,25.29000687599182
1675,True,47,31,14,32.650184631347656
1676,True,48,22,10,30.833953857421875
1677,True,45,12,5,28.468719244003296
1678,True,49,7,2,27.07832646369934
1679,True,39,8,3,28.4816734790802
1680,True,48,31,15,30.763510704040527
1681,True,45,20,9,32.47705936431885
1682,True,47,8,2,27.372074365615845
1683,True,44,17,8,29.150082111358643
1684,True,44,18,7,27.08545446395874
1685,True,48,4,0,25.517133235931396
1686,True,48,8,3,26.68309473991394
1687,True,31,94,44,42.69085192680359
1688,True,31,220,107,75.85819554328918
1689,True,31,306,151,91.99853873252869
1690,True,47,47,22,30.61774706840515
1691,True,48,10,3,27.827852249145508
1692,True,48,6,1,26.428192377090454
1693,True,46,68,33,45.883819580078125
1694,True,44,13,6,28.84683632850647
1695,True,48,8,3,26.105191469192505
1696,True,48,7,1,26.569775104522705
1697,True,44,35,17,31.953550100326538
1698,True,45,9,2,25.576295375823975
1699,True,48,37,17,35.12696409225464
1700,True,48,5,1,24.827749729156494
1701,True,42,2,0,25.660020112991333
1702,True,42,47,22,32.85100984573364
1703,True,46,4,1,26.3968448638916
1704,True,45,32,14,32.704927921295166
1705,True,45,5,1,26.12105894088745
1706,True,46,12,5,26.054479598999023
1707,True,44,58,27,37.50582671165466
1708,True,46,12,5,28.013373136520386
1709,True,39,21,9,30.555261850357056
1710,True,48,19,8,29.04948878288269
1711,True,45,12,4,27.725091695785522
1712,True,38,14,6,30.042607069015503
1713,True,38,18,8,30.918108224868774
1714,True,46,27,12,32.51662850379944
1715,True,51,12,5,27.19500184059143
1716,True,45,14,5,28.184067964553833
1717,True,48,31,13,30.6586172580719
1718,True,46,11,4,27.61947727203369
1719,True,42,6,2,28.988842010498047
1720,True,42,96,46,44.76227927207947
1721,True,42,2,0,25.958590269088745
1722,True,47,9,3,27.175328016281128
1723,True,47,6,1,27.69842267036438
1724,True,49,3,0,25.674336433410645
1725,True,50,22,10,31.49052596092224
1726,True,46,41,18,35.91270613670349
1727,True,42,21,9,29.385064363479614
1728,True,49,7,1,25.23980188369751
1729,True,43,27,12,35.085763454437256
1730,True,47,20,8,27.110678911209106
1731,True,46,3,0,25.572776794433594
1732,True,42,39,17,32.48419404029846
1733,True,44,35,17,38.48229670524597
1734,True,45,6,2,28.97736644744873
1735,True,47,17,7,28.326656818389893
1736,True,46,13,5,27.470054149627686
1737,True,48,23,9,29.846978425979614
1738,True,46,14,6,28.56429123878479
1739,True,49,10,4,27.073865175247192
1740,True,39,12,5,26.84805941581726
1741,True,45,32,14,29.93754553794861
1742,True,45,20,8,30.226737022399902
1743,True,47,26,11,29.541261911392212
1744,True,46,22,10,31.758023738861084
1745,True,43,21,9,31.485103607177734
1746,True,47,21,8,30.133615970611572
1747,True,46,18,8,29.67473578453064
1748,True,47,3,0,24.89240574836731
1749,True,46,18,7,28.253691911697388
1750,True,47,4,1,25.84122586250305
1751,True,43,11,5,28.464993715286255
1752,True,44,18,8,30.965591192245483
1753,True,45,5,1,25.064218044281006
1754,True,47,15,7,27.71629285812378
1755,True,43,28,13,32.66524815559387
1756,True,45,24,10,30.20069432258606
1757,True,44,6,2,26.68869686126709
1758,True,48,26,11,28.8144428730011
1759,True,47,10,2,26.530935525894165
1760,True,43,8,3,28.131699323654175
1761,True,45,10,4,27.939918994903564
1762,True,44,13,5,28.3061945438385
1763,True,46,27,12,29.68976092338562
1764,True,45,3,0,25.466814517974854
1765,True,45,34,16,33.82006907463074
1766,True,48,12,5,27.508691787719727
1767,True,50,6,1,26.47111415863037
1768,True,48,8,3,28.04227066040039
1769,True,49,15,5,28.466039657592773
1770,True,44,12,4,30.05485725402832
1771,True,46,11,4,27.993776321411133
1772,True,47,12,5,27.95166850090027
1773,True,44,6,1,25.42517590522766
1774,True,43,35,15,31.838617086410522
1775,True,46,16,6,28.937712907791138
1776,True,43,23,10,30.829797983169556
1777,True,43,26,11,28.546492338180542
1778,True,46,4,1,26.457971811294556
1779,True,47,16,6,26.460081577301025
1780,True,47,16,7,28.443113327026367
1781,True,42,54,26,36.25692915916443
1782,True,43,45,21,32.076247215270996
1783,True,42,9,3,28.19568967819214
1784,True,47,11,3,27.377313375473022
1785,True,43,16,6,30.3039813041687
1786,True,47,7,2,25.880213737487793
1787,True,47,21,8,27.97864079475403
1788,True,45,2,0,25.946656227111816
1789,True,45,19,7,29.532017469406128
1790,True,43,34,15,34.27608799934387
1791,True,45,5,1,26.132194995880127
1792,True,42,8,2,26.106269121170044
1793,True,44,19,8,29.277098894119263
1794,True,46,4,1,25.468807697296143
1795,True,46,2,0,26.11294913291931
1796,True,45,19,8,30.155765056610107
1797,True,43,3,0,24.775762796401978
1798,True,47,91,44,46.402405738830566
1799,True,45,49,22,31.084619283676147
1800,True,45,21,10,30.21772336959839
1801,True,43,12,4,25.90546464920044
1802,True,44,50,24,32.01209330558777
1803,True,51,16,5,27.357965230941772
1804,True,43,32,13,31.21615505218506
1805,True,45,5,1,26.84468984603882
1806,True,51,4,1,25.95215678215027
1807,True,43,22,9,29.576496601104736
1808,True,50,11,4,27.48995852470398
1809,True,44,11,3,27.16599988937378
1810,True,45,83,40,40.20451760292053
1811,True,46,6,2,26.73303747177124
1812,True,44,8,2,27.504204511642456
1813,True,47,23,10,31.049262762069702
1814,True,48,13,5,27.53512930870056
1815,True,49,17,6,26.66196584701538
1816,True,47,17,7,27.937711238861084
1817,True,50,16,6,27.418689727783203
1818,True,48,6,1,25.337528705596924
1819,True,43,6,2,26.405520915985107
1820,True,46,16,6,28.361753225326538
1821,True,41,23,10,29.718710899353027
1822,True,45,31,15,36.12410044670105
1823,True,44,10,3,27.420593976974487
1824,True,46,8,2,27.29607605934143
1825,True,46,21,9,26.85247039794922
1826,True,44,8,2,25.293007612228394
1827,True,43,47,23,37.05122756958008
1828,True,48,46,22,32.483482122421265
1829,True,26,436,216,194.74887013435364
1830,True,46,5,1,25.576406240463257
1831,True,45,7,2,26.51488423347473
1832,True,46,7,2,25.898293018341064
1833,True,47,11,4,28.78042435646057
1834,True,42,26,10,30.961286544799805
1835,True,45,52,25,33.19854116439819
1836,True,44,20,9,30.606618642807007
1837,True,42,14,4,27.70825743675232
1838,True,47,15,6,30.120956897735596
1839,True,40,21,9,30.163121223449707
1840,True,51,18,6,27.501789093017578
1841,True,49,27,13,31.307839155197144
1842,True,46,11,4,28.314292669296265
1843,True,46,15,7,31.135841846466064
1844,True,44,7,2,26.79101252555847
1845,True,46,3,0,26.33759593963623
1846,True,49,8,2,26.399025201797485
1847,True,48,7,2,27.225006818771362
1848,True,43,7,2,28.509413719177246
1849,True,47,35,16,31.638112545013428
1850,True,44,28,12,31.163878440856934
1851,True,47,18,8,32.615949630737305
1852,True,29,136,65,52.05146360397339
1853,True,48,20,8,30.367342233657837
1854,True,48,15,5,27.520512342453003
1855,True,43,12,4,28.53719401359558
1856,True,29,262,127,69.71195101737976
1857,True,44,14,6,28.900480031967163
1858,True,48,7,2,26.137104511260986
1859,True,45,8,3,26.485732555389404
1860,True,51,22,10,29.150965690612793
1861,True,46,21,10,30.487903118133545
1862,True,46,20,8,28.62188959121704
1863,True,50,3,0,25.256338596343994
1864,True,41,40,17,36.623530864715576
1865,True,45,20,9,29.58514380455017
1866,True,48,15,6,27.624396085739136
1867,True,49,21,9,28.22929573059082
1868,True,44,26,12,29.921756505966187
1869,True,44,29,13,32.215731143951416
1870,True,45,29,12,28.165607690811157
1871,True,49,13,5,28.80500626564026
1872,True,46,2,0,25.3813738822937
1873,True,44,26,11,31.978691816329956
1874,True,45,40,18,34.4089879989624
1875,True,39,2,0,24.845176219940186
1876,True,44,13,4,27.813851594924927
1877,True,47,41,19,35.0466628074646
1878,True,45,20,9,28.808385848999023
1879,True,43,17,7,30.489276885986328
1880,True,39,36,17,29.827556371688843
1881,True,49,13,5,26.697291135787964
1882,True,45,8,3,28.33785915374756
1883,True,48,17,6,27.874091386795044
1884,True,46,14,4,27.155317544937134
1885,True,45,11,4,28.957348823547363
1886,True,43,26,12,28.083357095718384
1887,True,49,4,0,25.271423816680908
1888,True,45,12,5,28.748642921447754
1889,True,45,15,7,30.57258915901184
1890,True,45,39,18,31.47633695602417
1891,True,46,50,23,31.878699779510498
1892,True,50,13,5,27.790615558624268
1893,True,43,15,6,26.944493770599365
1894,True,45,14,5,26.31094717979431
1895,True,48,8,2,26.434180736541748
1896,True,46,3,0,25.75864291191101
1897,True,46,27,12,31.543230533599854
1898,True,48,25,10,28.482460975646973
1899,True,45,12,4,28.110732555389404
1900,True,42,26,12,31.613675355911255
1901,True,46,10,4,28.15199112892151
1902,True,46,31,14,32.738476276397705
1903,True,43,12,5,28.872743844985962
1904,True,44,48,23,42.052284955978394
1905,True,49,21,9,29.764978170394897
1906,True,45,33,15,31.09411120414734
1907,True,46,43,21,39.72316908836365
1908,True,46,13,5,29.63841462135315
1909,True,47,12,4,26.661832571029663
1910,True,44,49,23,38.77174639701843
1911,True,47,9,3,27.35160183906555
1912,True,40,10,4,28.004035472869873
1913,True,48,17,7,28.79555654525757
1914,True,43,14,5,29.058729887008667
1915,True,49,17,6,28.328185319900513
1916,True,47,18,7,29.114474534988403
1917,True,48,17,7,28.810657024383545
1918,True,44,2,0,25.7108256816864
1919,True,49,2,0,25.890092849731445
1920,True,28,8,1,25.94009780883789
1921,True,47,27,12,32.64446234703064
1922,True,51,9,3,27.163241863250732
1923,True,47,10,4,27.012227296829224
1924,True,47,30,13,30.87924289703369
1925,True,46,6,2,26.82521963119507
1926,True,43,35,17,37.081486225128174
1927,True,49,5,0,26.027419567108154
1928,True,48,22,10,28.541210889816284
1929,True,48,13,6,28.66813564300537
1930,True,46,10,3,27.102484464645386
1931,True,45,16,5,26.974034547805786
1932,True,43,7,1,26.542229890823364
1933,True,47,3,0,25.1951904296875
1934,True,47,24,10,29.01478886604309
1935,True,51,12,5,28.322740077972412
1936,True,42,28,13,31.009117126464844
1937,True,47,52,25,35.138272762298584
1938,True,56,19,8,28.25739312171936
1939,True,46,18,7,28.33613681793213
1940,True,43,27,12,32.3482985496521
1941,True,45,42,19,33.139246463775635
1942,True,45,4,0,25.986559629440308
1943,True,28,27,12,33.975621700286865
1944,True,43,6,0,25.795918464660645
1945,True,44,29,13,30.057557582855225
1946,True,43,12,4,26.92730474472046
1947,True,43,20,9,32.10287642478943
1948,True,45,39,17,35.26563549041748
1949,True,47,22,9,31.69486379623413
1950,True,49,6,2,26.313688278198242
1951,True,39,26,12,32.366015672683716
1952,True,42,71,35,42.7620530128479
1953,True,48,39,18,33.48203706741333
1954,True,44,48,22,31.718549489974976
1955,True,44,7,0,26.440848112106323
1956,True,41,10,4,30.68689727783203
1957,True,47,3,0,25.518728733062744
1958,True,40,8,2,26.360952854156494
1959,True,45,12,5,28.972718238830566
1960,True,27,13,3,25.63756489753723
1961,True,42,8,2,27.707056999206543
1962,True,41,20,8,29.661713123321533
1963,True,30,11,3,29.18775463104248
1964,True,42,81,40,46.041897773742676
1965,True,30,62,29,62.08702826499939
1966,True,43,16,6,28.277798175811768
1967,True,41,30,14,34.75816893577576
1968,True,47,18,7,27.455835342407227
1969,True,51,38,18,32.435542345047
1970,True,27,15,6,32.356494665145874
1971,True,27,15,6,31.87724804878235
1972,True,47,17,7,30.70000696182251
1973,True,30,29,14,31.86527943611145
1974,True,32,22,9,32.0468647480011
1975,True,43,18,7,29.118210554122925
1976,True,44,88,41,52.55791139602661
1977,True,47,14,6,28.2941792011261
1978,True,42,5,1,26.696820974349976
1979,True,48,5,1,25.876867294311523
1980,True,43,7,2,27.748056173324585
1981,True,38,52,24,46.475011587142944
1982,True,46,13,5,28.376296043395996
1983,True,47,4,1,26.003246784210205
1984,True,46,13,5,27.300150871276855
1985,True,45,4,1,25.43674612045288
1986,True,45,18,7,29.154065132141113
1987,True,38,27,12,33.92014956474304
1988,True,41,3,0,25.526483297348022
1989,True,48,8,1,27.01279592514038
1990,True,29,197,96,103.92477035522461
1991,True,42,6,2,27.11682629585266
1992,True,47,7,0,25.296568870544434
1993,True,38,35,15,34.91581058502197
1994,True,45,9,2,25.871675968170166
1995,True,28,30,13,29.71562123298645
1996,True,48,11,3,26.490087509155273
1997,True,45,41,19,33.886913776397705
1998,True,28,62,29,45.961336612701416
1999,True,36,16,6,30.15833806991577
2000,True,43,18,6,30.02844762802124
2001,True,36,33,15,34.93918061256409
2002,True,36,2,0,26.114558935165405
2003,True,36,9,3,25.750688314437866
2004,True,50,25,11,33.09806299209595
2005,True,36,19,8,30.419869661331177
2006,True,36,40,18,35.28528928756714
2007,True,36,42,19,34.2117223739624
2008,True,48,12,4,26.33918285369873
2009,True,36,2,0,26.16468596458435
2010,True,36,11,5,28.512436151504517
2011,True,36,6,1,26.704654693603516
2012,True,36,24,9,37.51125144958496
2013,True,40,131,63,52.49282145500183
2014,True,50,27,10,31.064093112945557
2015,True,36,30,14,32.67375731468201
2016,True,36,29,13,36.05462169647217
2017,True,36,8,2,25.8137366771698
2018,True,36,22,10,30.424925565719604
2019,True,36,51,25,48.70199227333069
2020,True,43,40,18,30.825729608535767
2021,True,47,20,7,27.75701141357422
2022,True,36,18,7,28.22965359687805
2023,True,36,39,19,42.398229360580444
2024,True,36,18,8,31.62055253982544
2025,True,36,99,48,51.68371105194092
2026,True,36,17,7,27.970560550689697
2027,True,45,24,11,28.36117911338806
2028,True,41,13,5,29.188321590423584
2029,True,36,36,17,37.26780319213867
2030,True,36,21,10,30.623921394348145
2031,True,36,4,0,26.117987155914307
2032,True,41,16,7,28.7126567363739
2033,True,44,35,15,33.62588691711426
2034,True,47,39,18,34.97697591781616
2035,True,28,117,56,58.93285846710205
2036,True,28,16,7,29.986056089401245
2037,True,28,63,31,41.56853652000427
2038,True,41,11,4,28.870962142944336
2039,True,28,16,7,29.454657077789307
2040,True,28,46,21,35.48388624191284
2041,True,28,40,18,35.908395528793335
2042,True,46,11,4,26.200473070144653
2043,True,42,6,2,25.398991107940674
2044,True,44,11,4,28.730178594589233
2045,True,42,14,5,28.777084589004517
2046,True,46,19,8,29.25222682952881
2047,True,43,7,3,26.727696657180786
2048,True,47,9,2,27.423282146453857
2049,True,49,75,36,44.37760543823242
2050,True,46,13,4,27.25794005393982
2051,True,47,21,9,29.940518140792847
2052,True,43,16,7,28.9676992893219
2053,True,30,218,107,74.81447649002075
2054,True,30,10,3,26.96564483642578
2055,True,46,39,16,32.908377170562744
2056,True,45,10,3,28.23866081237793
2057,True,40,6,2,28.192702770233154
2058,True,46,6,1,25.59517002105713
2059,True,47,7,1,25.928441524505615
2060,True,43,26,10,28.277496576309204
2061,True,44,47,21,32.70685839653015
2062,True,40,24,11,31.452895164489746
2063,True,42,95,45,52.610312938690186
2064,True,46,32,15,34.244590044021606
2065,True,47,6,2,26.880855321884155
2066,True,38,5,1,26.4992094039917
2067,True,30,5,1,26.033512592315674
2068,True,46,17,7,28.533868074417114
2069,True,43,17,8,29.644986629486084
2070,True,30,303,148,116.58616900444031
2071,True,44,15,6,27.406175136566162
2072,True,46,25,11,29.871995449066162
2073,True,42,11,4,28.962844610214233
2074,True,42,17,6,29.03487730026245
2075,True,44,60,27,38.984578371047974
2076,True,48,68,32,38.13468027114868
2077,True,28,51,24,37.999802112579346
2078,True,43,10,3,26.23404622077942
2079,True,45,20,9,33.244338274002075
2080,True,43,5,2,27.833577871322632
2081,True,31,46,21,51.13523578643799
2082,True,30,46,21,38.153526067733765
2083,True,44,26,12,34.64496302604675
2084,True,45,56,26,39.88441610336304
2085,True,44,11,4,28.094553470611572
2086,True,44,6,2,27.014645099639893
2087,True,50,14,6,27.26242756843567
2088,True,41,15,6,31.298904418945312
2089,True,25,106,51,63.551180362701416
2090,True,43,47,22,34.84614849090576
2091,True,46,57,28,38.91768956184387
2092,True,29,14,4,26.820847749710083
2093,True,44,43,20,33.76734447479248
2094,True,45,20,8,29.426974296569824
2095,True,46,43,20,31.803869009017944
2096,True,47,20,7,30.407878160476685
2097,True,44,11,3,28.78028631210327
2098,True,44,33,16,33.313263177871704
2099,True,45,7,3,28.19089913368225
2100,True,45,34,16,33.69821047782898
2101,True,45,21,9,30.638551235198975
2102,True,45,12,3,27.34890079498291
2103,True,50,8,3,26.40764045715332
2104,True,28,10,3,26.94781804084778
2105,True,28,10,3,26.972952842712402
2106,True,39,16,7,27.969528198242188
2107,True,30,58,27,44.326788663864136
2108,True,47,65,31,44.44417762756348
2109,True,44,31,13,29.485868215560913
2110,True,43,13,5,28.065425634384155
2111,True,44,6,2,28.40256357192993
2112,True,41,102,49,50.461538791656494
2113,True,38,125,62,40.546300411224365
2114,True,30,149,73,61.04187631607056
2115,True,30,40,18,36.51326084136963
2116,True,30,46,22,35.843852043151855
2117,True,47,20,9,31.51534128189087
2118,True,49,9,3,28.00839328765869
2119,True,41,120,58,52.586834192276
2120,True,43,8,3,28.22710084915161
2121,True,45,8,2,26.37690544128418
2122,True,43,37,17,38.31579399108887
2123,True,46,46,21,35.13085627555847
2124,True,38,74,35,51.19115662574768
2125,True,31,38,18,31.239293575286865
2126,True,46,38,17,30.29888916015625
2127,True,41,21,9,31.150595664978027
2128,True,30,98,47,50.68089723587036
2129,True,47,7,1,24.80598735809326
2130,True,29,62,29,40.4548225402832
2131,True,29,299,147,73.40793466567993
2132,True,29,25,11,32.664238929748535
2133,True,29,16,6,27.899327039718628
2134,True,44,12,5,29.730366945266724
2135,True,42,14,5,26.800594329833984
2136,True,43,2,0,24.65408182144165
2137,True,38,17,6,30.120850324630737
2138,True,43,5,1,26.17672634124756
