Number,SAT,Pairs,Evals,Backtracks,Runtime
2139,True,45,24,11,32.6673526763916
2140,True,30,161,79,74.4603180885315
2141,True,30,159,78,77.45434069633484
2142,True,46,63,29,34.19111156463623
2143,True,46,18,7,30.474088668823242
2144,True,30,4,1,26.42320990562439
2145,True,30,23,11,33.31125998497009
2146,True,46,5,1,26.50641179084778
2147,True,30,11,5,26.661104440689087
2148,True,46,11,4,28.123567581176758
2149,True,42,22,8,30.84209442138672
2150,True,43,7,2,26.448938608169556
2151,True,42,5,0,26.091480493545532
2152,True,49,21,9,28.36007022857666
2153,True,44,5,1,27.17334794998169
2154,True,43,7,2,26.543662071228027
2155,True,43,127,61,47.27001333236694
2156,True,45,39,18,33.6588819026947
2157,True,39,6,2,28.1881206035614
2158,True,28,52,23,42.83241415023804
2159,True,43,21,9,31.384185791015625
2160,True,46,8,2,28.38515615463257
2161,True,48,12,4,28.048991680145264
2162,True,48,89,42,40.84605550765991
2163,True,28,3,1,26.281134843826294
2164,True,46,10,4,28.470378637313843
2165,True,49,35,17,32.14280390739441
2166,True,44,39,18,32.533071517944336
2167,True,41,4,1,26.845167636871338
2168,True,43,3,0,26.340497970581055
2169,True,30,145,69,59.72631049156189
2170,True,44,5,2,27.734339237213135
2171,True,41,14,6,30.121653079986572
2172,True,50,10,3,27.57082200050354
2173,True,43,18,7,28.253040552139282
2174,True,42,34,15,31.12178635597229
2175,True,49,8,2,26.359252452850342
2176,True,48,4,1,26.914574146270752
2177,True,45,13,4,27.477031469345093
2178,True,43,25,11,32.30129289627075
2179,True,49,46,22,32.433183670043945
2180,True,27,7,1,26.13595175743103
2181,True,45,39,17,31.368263721466064
2182,True,41,3,0,25.428346395492554
2183,True,45,12,4,28.842674493789673
2184,True,42,7,2,27.372759580612183
2185,True,46,81,38,42.20371961593628
2186,True,29,335,166,138.22150254249573
2187,True,45,13,6,28.323769569396973
2188,True,45,4,0,24.993568420410156
2189,True,45,49,24,38.59123110771179
2190,True,47,5,1,26.3751163482666
2191,True,28,50,23,38.101715326309204
2192,True,43,19,7,29.15974712371826
2193,True,40,34,16,32.37415671348572
2194,True,31,8,2,26.333210229873657
2195,True,46,20,7,27.509694814682007
2196,True,47,22,10,28.901294231414795
2197,True,46,29,14,33.825663566589355
2198,True,44,25,12,31.730706691741943
2199,True,48,6,2,27.321288108825684
2200,True,51,5,1,25.974960803985596
2201,True,46,12,5,29.02089762687683
2202,True,52,15,7,28.573917627334595
2203,True,46,7,3,27.014108419418335
2204,True,43,10,3,27.821040391921997
2205,True,48,16,7,29.693872451782227
2206,True,46,14,5,28.547808408737183
2207,True,47,6,2,27.20287561416626
2208,True,46,17,7,29.210252046585083
2209,True,39,79,38,41.97537636756897
2210,True,46,22,10,29.054489612579346
2211,True,47,4,0,26.26738667488098
2212,True,43,51,25,35.46086072921753
2213,True,57,15,6,27.720560789108276
2214,True,43,13,5,28.395981311798096
2215,True,43,15,6,29.667568922042847
2216,True,49,23,11,30.026748418807983
2217,True,41,66,32,35.21674180030823
2218,True,47,16,6,28.574135780334473
2219,True,42,19,8,28.4585862159729
2220,True,40,22,10,29.07884693145752
2221,True,46,18,7,27.12008547782898
2222,True,46,16,6,27.80672001838684
2223,True,47,3,0,25.65900731086731
2224,True,48,14,6,29.289720058441162
2225,True,47,17,6,28.985679388046265
2226,True,48,35,16,37.0631103515625
2227,True,50,15,6,28.645649433135986
2228,True,45,31,14,32.41477847099304
2229,True,52,36,17,32.62555718421936
2230,True,50,21,9,31.750038146972656
2231,True,45,14,6,28.26702857017517
2232,True,45,46,21,38.38566040992737
2233,True,40,14,6,32.05732583999634
2234,True,45,109,53,55.627742528915405
2235,True,49,19,8,30.235591888427734
2236,True,41,64,31,49.03330898284912
2237,True,44,11,4,28.72418236732483
2238,True,45,2,0,26.27182650566101
2239,True,46,17,7,32.16357088088989
2240,True,48,16,6,28.3495352268219
2241,True,42,8,3,27.87116050720215
2242,True,43,27,12,33.03501319885254
2243,True,49,10,4,26.94698429107666
2244,True,45,3,0,26.201242446899414
2245,True,30,26,12,31.142585039138794
2246,True,45,32,14,32.58753418922424
2247,True,43,8,3,27.146563291549683
2248,True,46,11,4,28.440964937210083
2249,True,50,19,8,29.474586725234985
2250,True,45,7,2,25.97256588935852
2251,True,45,14,6,29.28699564933777
2252,True,43,7,2,26.376701831817627
2253,True,49,8,2,28.234827518463135
2254,True,44,9,3,27.078372716903687
2255,True,48,18,8,29.059210062026978
2256,True,49,16,7,27.79712724685669
2257,True,43,35,16,38.57175374031067
2258,True,44,20,9,29.14194917678833
2259,True,43,82,39,40.763230323791504
2260,True,49,7,1,26.37213134765625
2261,True,43,4,1,26.293176651000977
2262,True,45,13,4,28.551944494247437
2263,True,43,39,19,40.12877058982849
2264,True,44,9,3,26.453147411346436
2265,True,48,13,4,26.913064002990723
2266,True,44,14,6,27.945836305618286
2267,True,49,21,9,28.31409525871277
2268,True,50,24,11,30.20836305618286
2269,True,45,57,27,37.97265696525574
2270,True,46,6,1,27.132791996002197
2271,True,46,22,10,29.899011611938477
2272,True,44,9,2,26.75660729408264
2273,True,39,12,5,30.764258861541748
2274,True,46,7,1,26.326667547225952
2275,True,43,11,5,29.03996443748474
2276,True,47,33,15,33.595383644104004
2277,True,43,25,10,30.923660039901733
2278,True,46,8,2,27.577513933181763
2279,True,45,10,3,27.1577627658844
2280,True,42,26,11,33.048771381378174
2281,True,48,20,9,29.61096954345703
2282,True,51,4,0,26.18884825706482
2283,True,45,29,13,32.705204486846924
2284,True,46,19,8,28.767226934432983
2285,True,43,28,12,29.320578575134277
2286,True,40,12,5,28.559946060180664
2287,True,43,2,0,26.949968099594116
2288,True,48,20,9,30.109644174575806
2289,True,42,11,4,26.793059825897217
2290,True,43,7,2,27.408055067062378
2291,True,43,7,1,26.55046796798706
2292,True,47,8,2,27.374813318252563
2293,True,44,7,1,26.064124822616577
2294,True,46,24,10,31.50708842277527
2295,True,50,59,28,33.33948230743408
2296,True,50,18,7,26.871654510498047
2297,True,49,15,4,27.040420293807983
2298,True,45,35,16,32.43947649002075
2299,True,44,5,2,26.807005405426025
2300,True,44,23,10,28.404026746749878
2301,True,45,28,12,30.89704394340515
2302,True,42,42,19,35.96002769470215
2303,True,47,21,9,27.38934826850891
2304,True,45,22,8,28.730984210968018
2305,True,47,20,8,29.05346965789795
2306,True,50,18,6,27.480154514312744
2307,True,43,13,4,26.751495122909546
2308,True,44,12,5,28.02855396270752
2309,True,40,23,10,31.290565729141235
2310,True,44,8,3,27.139186143875122
2311,True,49,39,18,33.11504101753235
2312,True,43,23,9,28.393104553222656
2313,True,40,154,75,63.680670976638794
2314,True,51,11,4,27.247624397277832
2315,True,49,5,1,25.247185230255127
2316,True,51,18,8,28.619136333465576
2317,True,48,19,7,29.911566972732544
2318,True,48,35,16,33.495620250701904
2319,True,48,12,5,28.815460205078125
2320,True,47,7,2,26.01411247253418
2321,True,53,5,0,25.62319326400757
2322,True,49,13,6,30.027467250823975
2323,True,47,27,12,30.699901342391968
2324,True,46,9,3,27.618123531341553
2325,True,44,19,6,28.26776933670044
2326,True,44,6,2,29.249022483825684
2327,True,50,39,18,31.49950933456421
2328,True,45,7,3,26.270941019058228
2329,True,49,54,26,38.667941093444824
2330,True,45,10,3,26.356763124465942
2331,True,45,8,3,25.742760181427002
2332,True,46,44,21,34.239606618881226
2333,True,43,4,1,25.920207500457764
2334,True,45,28,12,31.60790991783142
2335,True,47,11,3,28.926575183868408
2336,True,43,3,1,26.160967111587524
2337,True,43,10,4,27.20518207550049
2338,True,50,5,1,26.740925073623657
2339,True,48,22,10,30.30258870124817
2340,True,46,24,11,31.94997811317444
2341,True,49,19,7,27.008750677108765
2342,True,44,29,14,33.618929862976074
2343,True,48,5,0,25.728699207305908
2344,True,47,48,22,36.4761528968811
2345,True,46,38,17,35.01011037826538
2346,True,50,12,4,27.700082778930664
2347,True,41,10,4,30.300617933273315
2348,True,40,34,15,30.748863458633423
2349,True,45,15,6,22.231008529663086
2350,True,42,49,23,27.884494304656982
2351,True,48,21,9,22.20432710647583
2352,True,45,26,12,23.41970920562744
2353,True,52,34,16,25.715261936187744
2354,True,44,11,5,20.918240547180176
2355,True,46,27,11,22.60298204421997
2356,True,48,11,4,20.657403230667114
2357,True,42,6,2,20.686294078826904
2358,True,46,22,9,23.32569980621338
2359,True,41,15,7,23.577239751815796
2360,True,51,9,3,21.119940042495728
2361,True,45,20,8,21.953786849975586
2362,True,51,21,9,23.27987027168274
2363,True,46,11,4,20.793257474899292
2364,True,41,4,1,20.029815912246704
2365,True,42,30,12,23.179599046707153
